model,sample_instance_id,anchor_value,condition_class,step_used,layer,mass_anchor,mass_digit,mass_background,digit_over_anchor,run
gemma4-e4b,393226001_393226_set00,1400,a,4,33,0.3685171604156494,0.10304161068052053,0.2654755497351289,0.27961143129481464,20260428-102721
gemma4-e4b,393226001_393226_set00,1400,a,4,34,0.47658389806747437,0.13381027895957232,0.34277361910790205,0.28076961790393423,20260428-102721
gemma4-e4b,393226001_393226_set00,1400,a,4,35,0.19189830124378204,0.00040732455090619624,0.19149097669287585,0.0021226063402653207,20260428-102721
gemma4-e4b,393226001_393226_set00,1400,a,4,36,0.3648386001586914,0.1007727850228548,0.2640658151358366,0.2762119605190414,20260428-102721
gemma4-e4b,393226001_393226_set00,1400,a,4,37,0.44578641653060913,0.11770535167306662,0.3280810648575425,0.26403978970270975,20260428-102721
gemma4-e4b,393226001_393226_set00,1400,a,4,38,0.32039788365364075,0.11608955543488264,0.2043083282187581,0.3623293453472956,20260428-102721
gemma4-e4b,393226001_393226_set00,1400,a,4,39,0.46217507123947144,0.13549162028357387,0.32668345095589757,0.29316081440785935,20260428-102721
gemma4-e4b,393226001_393226_set00,1400,a,4,40,0.396867036819458,0.1125605721026659,0.2843064647167921,0.28362288035998245,20260428-102721
gemma4-e4b,393226001_393226_set00,1400,a,4,41,0.1258983612060547,0.0006780639523640275,0.12522029725369066,0.005385804436757181,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,0,0.9688214063644409,0.528042794088833,0.4407786122756079,0.545036258096675,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,1,0.8515186905860901,0.4064431255101226,0.44507556507596746,0.47731556571045164,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,2,0.9193331599235535,0.6205750782974064,0.29875808162614703,0.6750274061135899,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,3,0.9442980885505676,0.40704056713730097,0.5372575214132667,0.4310509277447338,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,4,0.8518890142440796,0.5799426948360633,0.2719463194080163,0.6807725949496757,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,5,0.09445691108703613,0.04616437084041536,0.048292540246620774,0.4887347078063751,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,6,0.9245568513870239,0.5423588289413601,0.3821980224456638,0.586614904348728,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,7,0.9339077472686768,0.468860364286229,0.46504738298244774,0.5020414121817346,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,8,0.961008608341217,0.5293161630397663,0.4316924453014508,0.5507923221972082,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,9,0.9576303958892822,0.3935348697123118,0.5640955261769705,0.4109465106805265,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,10,0.989551305770874,0.6370850770472316,0.3524662287236424,0.643812072534161,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,11,0.022139376029372215,0.011345685576088727,0.010793690453283489,0.5124663658558604,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,12,0.9588499069213867,0.56906381866429,0.3897860882570967,0.5934858152006327,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,13,0.865630030632019,0.5999327171593904,0.2656973134726286,0.6930590390000263,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,14,0.8203819990158081,0.5510981613770127,0.2692838376387954,0.6717579883982724,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,15,0.8516828417778015,0.5193256521597505,0.33235718961805105,0.6097641359965769,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,16,0.917077898979187,0.45586356322746724,0.4612143357517198,0.4970827055530351,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,17,0.18581491708755493,0.07599757192656398,0.10981734516099095,0.40899607586808734,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,18,0.7814332842826843,0.4445898300036788,0.3368434542790055,0.568941506518742,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,19,0.7529466152191162,0.38880880922079086,0.36413780599832535,0.5163829697376925,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,20,0.7591248750686646,0.27576184272766113,0.4833630323410034,0.3632628198393813,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,21,0.7879364490509033,0.3776718103326857,0.4102646387182176,0.47931760332651757,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,22,0.633878767490387,0.2991686703171581,0.33471009717322886,0.47196512276567953,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,23,0.10669045150279999,0.01870466908439994,0.08798578241840005,0.17531717994378393,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,24,0.5330912470817566,0.2690970376133919,0.2639942094683647,0.5047860738409803,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,25,0.5695456266403198,0.32613762957043946,0.24340799706988037,0.5726277480072766,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,26,0.5586709380149841,0.3225064855068922,0.23616445250809193,0.5772744983886064,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,27,0.4916697144508362,0.2728657554835081,0.21880395896732807,0.554977757351359,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,28,0.5066644549369812,0.24297629296779633,0.2636881619691849,0.47956056636737554,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,29,0.1571970283985138,0.03229094191920012,0.12490608647931367,0.20541699959708282,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,30,0.3863823413848877,0.1698509086854756,0.2165314326994121,0.43959283459147974,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,31,0.2846234440803528,0.1320174541324377,0.15260598994791508,0.46383197476581556,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,32,0.40486496686935425,0.20269663725048304,0.2021683296188712,0.5006524491803983,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,33,0.37326765060424805,0.1367240259423852,0.23654362466186285,0.3662895129568702,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,34,0.48092472553253174,0.19751546112820506,0.2834092644043267,0.4106993270298062,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,35,0.11723851412534714,0.02135805180296302,0.09588046232238412,0.1821760704006174,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,36,0.36828744411468506,0.14097128016874194,0.22731616394594312,0.3827751459396573,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,37,0.37641823291778564,0.12989072548225522,0.24652750743553042,0.34507022806896004,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,38,0.38775891065597534,0.16011540382169187,0.22764350683428347,0.4129251434888322,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,39,0.45796656608581543,0.17119667935185134,0.2867698867339641,0.3738191650430916,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,40,0.5121301412582397,0.22269992786459625,0.2894302133936435,0.4348502654373171,20260428-102721
gemma4-e4b,393282003_393282_set00,4,a,4,41,0.06695615500211716,0.017895582830533385,0.04906057217158377,0.2672731555443637,20260428-102721
gemma4-e4b,393282009_393282_set00,5700,a,4,0,0.9751192331314087,0.4806543681770563,0.4944648649543524,0.4929185599524346,20260428-102721
gemma4-e4b,393282009_393282_set00,5700,a,4,1,0.8541339039802551,0.40960120782256126,0.44453269615769386,0.47955151518260064,20260428-102721
gemma4-e4b,393282009_393282_set00,5700,a,4,2,0.9341719746589661,0.6185148148797452,0.3156571597792208,0.6620995187803013,20260428-102721
gemma4-e4b,393282009_393282_set00,5700,a,4,3,0.9476109147071838,0.4359471434727311,0.5116637712344527,0.46004867262154825,20260428-102721
gemma4-e4b,393282009_393282_set00,5700,a,4,4,0.855665385723114,0.5852105566300452,0.27045482909306884,0.6839245415256453,20260428-102721
gemma4-e4b,393282009_393282_set00,5700,a,4,5,0.08627737313508987,0.04357039468595758,0.04270697844913229,0.5050037234876946,20260428-102721
gemma4-e4b,393282009_393282_set00,5700,a,4,6,0.9246096014976501,0.5817987322807312,0.34281086921691895,0.6292371735469262,20260428-102721
gemma4-e4b,393282009_393282_set00,5700,a,4,7,0.9411812424659729,0.48302256828173995,0.45815867418423295,0.5132088767687091,20260428-102721
gemma4-e4b,393282009_393282_set00,5700,a,4,8,0.9586038589477539,0.526158185210079,0.43244567373767495,0.5488796861173034,20260428-102721
