model,sample_instance_id,anchor_value,condition_class,step_used,layer,mass_anchor,mass_digit,mass_background,digit_over_anchor,run
gemma4-e4b,532919000_532919_set00,5100,a,4,28,0.44409435987472534,0.2578965784050524,0.18619778146967292,0.5807247326397086,20260428-102721
gemma4-e4b,532919000_532919_set00,5100,a,4,29,0.07245118916034698,0.027329748292686418,0.04512144086766057,0.37721600721005377,20260428-102721
gemma4-e4b,532919000_532919_set00,5100,a,4,30,0.3811154365539551,0.21818025852553546,0.1629351780284196,0.5724781459872653,20260428-102721
gemma4-e4b,532919000_532919_set00,5100,a,4,31,0.3372497856616974,0.14238758175633848,0.1948622039053589,0.4222021415876319,20260428-102721
gemma4-e4b,532919000_532919_set00,5100,a,4,32,0.31457316875457764,0.1503428645664826,0.16423030418809503,0.47792653506242444,20260428-102721
gemma4-e4b,532919000_532919_set00,5100,a,4,33,0.3467802405357361,0.16136318491771817,0.1854170556180179,0.46531827957795513,20260428-102721
gemma4-e4b,532919000_532919_set00,5100,a,4,34,0.41673940420150757,0.2329536632169038,0.18378574098460376,0.5589912085785458,20260428-102721
gemma4-e4b,532919000_532919_set00,5100,a,4,35,0.035121675580739975,0.006830776095739566,0.02829089948500041,0.19448890130644642,20260428-102721
gemma4-e4b,532919000_532919_set00,5100,a,4,36,0.3029024004936218,0.1507286943960935,0.15217370609752834,0.4976147239191898,20260428-102721
gemma4-e4b,532919000_532919_set00,5100,a,4,37,0.25837552547454834,0.09429624007316306,0.16407928540138528,0.3649580969403847,20260428-102721
gemma4-e4b,532919000_532919_set00,5100,a,4,38,0.25023025274276733,0.08619636853109114,0.1640338842116762,0.34446821511905523,20260428-102721
gemma4-e4b,532919000_532919_set00,5100,a,4,39,0.32239294052124023,0.14631638012360781,0.17607656039763242,0.45384486362215504,20260428-102721
gemma4-e4b,532919000_532919_set00,5100,a,4,40,0.3934832811355591,0.23001911432947963,0.16346416680607945,0.5845715062293476,20260428-102721
gemma4-e4b,532919000_532919_set00,5100,a,4,41,0.04460098221898079,0.006784278899431229,0.03781670331954956,0.152110526761988,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,0,0.9658302068710327,0.9226357193547301,0.043194487516302615,0.9552773487420337,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,1,0.8523663282394409,0.7760429724585265,0.07632335578091443,0.910457096611782,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,2,0.9088305234909058,0.8402368663810194,0.06859365710988641,0.9245253594185948,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,3,0.9326262474060059,0.8851035910192877,0.047522656386718154,0.949044264496204,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,4,0.8367481827735901,0.7966639297665097,0.040084253007080406,0.9520952016003045,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,5,0.10602764785289764,0.07205080369021744,0.03397684416268021,0.6795473176032392,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,6,0.9250417351722717,0.8338344121584669,0.09120732301380485,0.9014019372900843,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,7,0.9245094656944275,0.8343108452390879,0.09019862045533955,0.902436239105904,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,8,0.9714457392692566,0.9126435515936464,0.058802187675610185,0.9394694059599844,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,9,0.9690585136413574,0.8982184315100312,0.0708400821313262,0.9268980343971843,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,10,0.9903011322021484,0.8976045706949662,0.0926965615071822,0.9063955816135932,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,11,0.028722405433654785,0.018510294961743057,0.010212110471911728,0.6444549014009135,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,12,0.9693820476531982,0.8184813670814037,0.1509006805717945,0.8443331182611502,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,13,0.8613687753677368,0.7338176816701889,0.1275510936975479,0.8519204580603776,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,14,0.7827036380767822,0.6602260107174516,0.12247762735933065,0.843519792931746,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,15,0.7910414934158325,0.6935016298666596,0.09753986354917288,0.8766943777778565,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,16,0.8350797295570374,0.7132595586590469,0.12182017089799047,0.8541215088975885,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,17,0.06000048667192459,0.008529883954906836,0.051470602717017755,0.1421635794647335,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,18,0.8336948752403259,0.699510638602078,0.13418423663824797,0.8390487447825954,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,19,0.6919327974319458,0.5423370571807027,0.14959574025124311,0.7838001886795135,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,20,0.7661967277526855,0.6141294715926051,0.15206725616008043,0.801529749929753,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,21,0.6574777364730835,0.5684721232391894,0.08900561323389411,0.8646256621382374,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,22,0.581244707107544,0.44886137754656374,0.1323833295609802,0.7722416601094552,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,23,0.07445549219846725,0.01328748365631327,0.061168008542153984,0.1784621021763497,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,24,0.517831563949585,0.4010528586804867,0.11677870526909828,0.7744851542489836,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,25,0.5675516128540039,0.4319302439689636,0.13562136888504028,0.7610413470537924,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,26,0.500683069229126,0.3792798835784197,0.12140318565070629,0.7575248832807068,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,27,0.4877786338329315,0.35897688241675496,0.12880175141617656,0.7359422031177112,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,28,0.5194636583328247,0.3904765066690743,0.1289871516637504,0.7516916735278,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,29,0.09171834588050842,0.009685886529041454,0.08203245935146697,0.1056046795878801,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,30,0.4295935034751892,0.2742287623696029,0.1553647411055863,0.6383447611549851,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,31,0.3458617329597473,0.19505865895189345,0.15080307400785387,0.5639787243377836,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,32,0.43743130564689636,0.29273152304813266,0.1446997825987637,0.6692056998874965,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,33,0.41633695363998413,0.29328253003768623,0.1230544236022979,0.7044354998362556,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,34,0.4619676172733307,0.34477868443354964,0.11718893283978105,0.7463265206088151,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,35,0.05421585589647293,0.005261678641545586,0.048954177254927345,0.09705055014888901,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,36,0.31167781352996826,0.20411718590185046,0.1075606276281178,0.6548980294429084,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,37,0.32740911841392517,0.22140686062630266,0.10600225778762251,0.6762391398836677,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,38,0.4127405881881714,0.309896825812757,0.10284376237541437,0.7508271167929644,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,39,0.42648032307624817,0.30014225048944354,0.12633807258680463,0.7037657642080305,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,40,0.42458584904670715,0.3185984392184764,0.10598740982823074,0.7503746060633042,20260428-102721
gemma4-e4b,139749001_139749_set00,400,a,4,41,0.06369874626398087,0.011169465258717537,0.05252928100526333,0.17534827471217326,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,0,0.9692747592926025,0.31754002161324024,0.6517347376793623,0.3276057883163983,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,1,0.8501482009887695,0.3226514579728246,0.527496743015945,0.37952377902766016,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,2,0.9048417806625366,0.16771983308717608,0.7371219475753605,0.18535818821757932,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,3,0.92289137840271,0.12389084789901972,0.7990005305036902,0.13424206878326594,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,4,0.8478105068206787,0.18728152057155967,0.660528986249119,0.22090021185733166,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,5,0.0672001987695694,0.019297286868095398,0.047902911901474,0.28716115757731786,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,6,0.9232633113861084,0.28274843841791153,0.6405148729681969,0.3062489702893287,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,7,0.9140605926513672,0.4674392081797123,0.4466213844716549,0.511387551260509,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,8,0.9667685627937317,0.3173802588135004,0.6493883039802313,0.32828980071129615,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,9,0.9671827554702759,0.5138316210359335,0.4533511344343424,0.5312663176941071,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,10,0.9880773425102234,0.40785228414461017,0.5802250583656132,0.41277364290983143,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,11,0.03694645315408707,0.01998108474072069,0.016965368413366377,0.5408119869419822,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,12,0.9613245129585266,0.653128407895565,0.3081961050629616,0.6794047161925874,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,13,0.8970240354537964,0.5510310363024473,0.34599299915134907,0.6142879282199899,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,14,0.8496986031532288,0.5674823739100248,0.282216229243204,0.667863136180405,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,15,0.8429062366485596,0.4975385726429522,0.34536766400560737,0.5902656203152468,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,16,0.9230984449386597,0.6445257216691971,0.2785727232694626,0.6982199192330197,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,17,0.14360858500003815,0.046119073405861855,0.09748951159417629,0.321144264500967,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,18,0.8122247457504272,0.4896193705499172,0.32260537520051,0.602812673600027,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,19,0.7837920188903809,0.5004828562960029,0.283309162594378,0.6385403834610864,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,20,0.8462375402450562,0.5565127627924085,0.2897247774526477,0.6576318543269207,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,21,0.8006834983825684,0.29851613473147154,0.5021673636510968,0.37282663541148675,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,22,0.6817793846130371,0.2788750156760216,0.40290436893701553,0.4090399650824069,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,23,0.10439645498991013,0.03547575790435076,0.06892069708555937,0.3398176490550323,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,24,0.5705811977386475,0.16474070586264133,0.4058404918760061,0.28872438579390447,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,25,0.627160906791687,0.2705007642507553,0.3566601425409317,0.4313099897034921,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,26,0.5691405534744263,0.20151559635996819,0.3676249571144581,0.3540700010388964,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,27,0.5829277038574219,0.25358695164322853,0.32934075221419334,0.4350229882113362,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,28,0.6552841067314148,0.3137702401727438,0.341513866558671,0.47883084138549187,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,29,0.09849756956100464,0.04020027443766594,0.0582972951233387,0.40813468410271614,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,30,0.5386688709259033,0.19500204175710678,0.34366682916879654,0.3620072595283315,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,31,0.44112128019332886,0.13693349808454514,0.3041877821087837,0.31042142882912316,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,32,0.48978450894355774,0.2031220579519868,0.28666245099157095,0.41471719550728864,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,33,0.4552302360534668,0.10340385232120752,0.3518263837322593,0.2271462748556595,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,34,0.525298535823822,0.17819716921076179,0.34710136661306024,0.339230279656684,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,35,0.0853024274110794,0.046474263072013855,0.03882816433906555,0.5448175917439085,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,36,0.45250269770622253,0.11032262677326798,0.34218007093295455,0.24380545648126176,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,37,0.4113548994064331,0.09292388847097754,0.31843101093545556,0.22589712339651868,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,38,0.4070335030555725,0.12762076244689524,0.27941274060867727,0.3135387173017822,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,39,0.39912253618240356,0.11902713915333152,0.28009539702907205,0.29822204551971165,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,40,0.4181603193283081,0.11491408059373498,0.3032462387345731,0.2748086685468428,20260428-102721
gemma4-e4b,139856003_139856_set00,2400,a,4,41,0.0941963866353035,0.03025089669972658,0.06394548993557692,0.3211471031988499,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,0,0.9718190431594849,0.5684374663978815,0.40338157676160336,0.5849211027495738,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,1,0.8415286540985107,0.5525934509932995,0.28893520310521126,0.656654349560166,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,2,0.9326411485671997,0.4981406988808885,0.4345004496863112,0.534118293671873,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,3,0.9313032627105713,0.702163856709376,0.2291394060011953,0.7539583343300207,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,4,0.8405757546424866,0.5405120212817565,0.3000637333607301,0.6430259477465501,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,5,0.08385647088289261,0.0351862576790154,0.04867021320387721,0.41960098378279925,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,6,0.9416843056678772,0.5988133540377021,0.3428709516301751,0.6358960751851988,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,7,0.9261969923973083,0.501415875274688,0.42478111712262034,0.5413706580679511,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,8,0.9726719856262207,0.5327693272847682,0.4399026583414525,0.5477379169523048,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,9,0.9642962217330933,0.5790072344243526,0.3852889873087406,0.6004454039897873,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,10,0.991682231426239,0.5521737860981375,0.4395084453281015,0.556805162581163,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,11,0.03894055634737015,0.023966262117028236,0.014974294230341911,0.6154576196404754,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,12,0.9583578109741211,0.4543142784386873,0.5040435325354338,0.47405496489552307,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,13,0.9037468433380127,0.25921364314854145,0.6445332001894712,0.28682107722902694,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,14,0.8295304179191589,0.28335670568048954,0.5461737122386694,0.34158687802103455,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,15,0.8555523157119751,0.3541323686949909,0.5014199470169842,0.4139225178769908,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,16,0.9060055613517761,0.5321981450542808,0.37380741629749537,0.5874115653994793,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,17,0.10927536338567734,0.036062996834516525,0.07321236655116081,0.3300194638313441,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,18,0.7600432634353638,0.22089488757774234,0.5391483758576214,0.2906346233230286,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,19,0.7759183049201965,0.27396895131096244,0.5019493536092341,0.35308994461619286,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,20,0.7790762186050415,0.4642802805174142,0.3147959380876273,0.5959369178906802,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,21,0.8138964176177979,0.37113906838931143,0.4427573492284864,0.45600282831518335,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,22,0.614464521408081,0.2666460871696472,0.34781843423843384,0.4339487112431036,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,23,0.08883689343929291,0.008585723116993904,0.080251170322299,0.09664591798069792,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,24,0.5094543695449829,0.17628832114860415,0.33316604839637876,0.3460335835495048,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,25,0.5693131685256958,0.17466547340154648,0.3946476951241493,0.3068003395281783,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,26,0.4908408522605896,0.14078607223927975,0.35005478002130985,0.2868263136429724,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,27,0.49147358536720276,0.156041138805449,0.33543244656175375,0.3174964910654627,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,28,0.5740853548049927,0.22063623508438468,0.353449119720608,0.384326534787377,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,29,0.1101689487695694,0.00931750051677227,0.10085144825279713,0.08457465212145084,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,30,0.48267483711242676,0.1394942153710872,0.34318062174133956,0.289002460135695,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,31,0.38703566789627075,0.07719959551468492,0.30983607238158584,0.19946377535254747,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,32,0.43142789602279663,0.10965110058896244,0.3217767954338342,0.2541585780609061,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,33,0.33973973989486694,0.08724015043117106,0.2524995894636959,0.25678523936636816,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,34,0.4351993501186371,0.14066953770816326,0.2945298124104738,0.3232301189554079,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,35,0.06555259227752686,0.0026509948074817657,0.06290159747004509,0.04044073186699279,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,36,0.2696782350540161,0.0838113334029913,0.18586690165102482,0.3107827125396457,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,37,0.22024759650230408,0.049141156996483915,0.17110643950582016,0.22311779005483873,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,38,0.3588916063308716,0.105573448643554,0.2533181576873176,0.2941652765939114,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,39,0.3880046606063843,0.13080905945389532,0.25719560115248896,0.337132701574933,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,40,0.38471728563308716,0.17506884585600346,0.2096484397770837,0.4550584348397858,20260428-102721
gemma4-e4b,533166005_533166_set00,1000,a,4,41,0.06270298361778259,0.005865320563316345,0.05683766305446625,0.09354133128766998,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,0,0.9766395092010498,0.21520333315129392,0.7614361760497559,0.22035083684802315,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,1,0.8493685722351074,0.10684670912451111,0.7425218631105963,0.1257954586703682,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,2,0.9110336303710938,0.06261624983744696,0.8484173805336468,0.0687309971333784,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,3,0.9324485063552856,0.04651850901427679,0.8859299973410089,0.049888555450752256,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,4,0.8499143719673157,0.06751255528070033,0.7824018166866153,0.07943453776929023,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,5,0.12181510031223297,0.03748377552255988,0.08433132478967309,0.30771041871231514,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,6,0.9389668703079224,0.15109977358952165,0.7878670967184007,0.1609213044332122,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,7,0.9098461866378784,0.14461372647201642,0.765232460165862,0.15894304839195103,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,8,0.9646233916282654,0.06285214680247009,0.9017712448257953,0.06515718709285796,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,9,0.9679397940635681,0.11111794307362288,0.8568218509899452,0.11479840353203348,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,10,0.9873829483985901,0.1755611598782707,0.8118217885203194,0.17780452879301656,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,11,0.06959652900695801,0.017892698058858514,0.051703830948099494,0.25709181641902956,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,12,0.9697672128677368,0.07197182218078524,0.8977953906869516,0.07421556557676819,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,13,0.8860218524932861,0.05555889382958412,0.830462958663702,0.06270600851800676,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,14,0.7959759831428528,0.06611023028381169,0.7298657528590411,0.08305555906697121,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,15,0.7325491309165955,0.10030292114242911,0.6322462097741663,0.13692313171804052,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,16,0.844005286693573,0.04533673799596727,0.7986685486976057,0.05371617774288582,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,17,0.09167133271694183,0.0041747431678231806,0.08749658954911865,0.04554033462907913,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,18,0.7493818402290344,0.07787624280899763,0.6715055974200368,0.10392064315996265,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,19,0.7125628590583801,0.09691879712045193,0.6156440619379282,0.13601438229397161,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,20,0.6979305744171143,0.056583241326734424,0.6413473330903798,0.08107287945364859,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,21,0.7475473284721375,0.06446500215679407,0.6830823263153434,0.08623534551123314,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,22,0.6306771039962769,0.060868360102176666,0.5698087438941002,0.09651271580414944,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,23,0.1179216131567955,0.008809663355350494,0.10911194980144501,0.07470779206214427,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,24,0.5293114185333252,0.07916795276105404,0.45014346577227116,0.14956781582460735,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,25,0.5601023435592651,0.06737027689814568,0.49273206666111946,0.12028208357428011,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,26,0.48559823632240295,0.07650137599557638,0.4090968603268266,0.15754047332409352,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,27,0.503189206123352,0.07246390730142593,0.4307252988219261,0.14400926414876652,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,28,0.5411423444747925,0.08896240964531898,0.4521799348294735,0.16439742805871485,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,29,0.1798437237739563,0.006725887767970562,0.17311783600598574,0.037398512590988496,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,30,0.49404942989349365,0.16864316072314978,0.3254062691703439,0.3413487609114448,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,31,0.3608503043651581,0.09974617790430784,0.26110412646085024,0.2764198247796707,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,32,0.4026228189468384,0.0987937729805708,0.3038290459662676,0.24537549371640396,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,33,0.3285624384880066,0.06330385245382786,0.26525858603417873,0.19266917041747794,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,34,0.403227299451828,0.08384196273982525,0.31938533671200275,0.2079272977147261,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,35,0.12891575694084167,0.0030841990374028683,0.1258315579034388,0.023924143259060105,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,36,0.3483145534992218,0.039008607156574726,0.3093059463426471,0.11199246992320083,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,37,0.26341933012008667,0.030360546428710222,0.23305878369137645,0.11525557526423579,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,38,0.3433627486228943,0.039435493759810925,0.30392725486308336,0.11485082152322186,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,39,0.3975868225097656,0.04603811912238598,0.35154870338737965,0.11579387574208443,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,40,0.40481746196746826,0.04310877341777086,0.3617086885496974,0.10648941181602277,20260428-102721
gemma4-e4b,533206001_533206_set00,50,a,4,41,0.06537507474422455,0.005969602148979902,0.059405472595244646,0.09131312158854972,20260428-102721
gemma4-e4b,402233010_402233_set00,2800,a,4,0,0.9634613990783691,0.4304051381768659,0.5330562609015033,0.44672795255584097,20260428-102721
gemma4-e4b,402233010_402233_set00,2800,a,4,1,0.8439818024635315,0.2844283927115612,0.5595534097519703,0.33700773154270863,20260428-102721
gemma4-e4b,402233010_402233_set00,2800,a,4,2,0.8955779075622559,0.13529887166805565,0.7602790358942002,0.15107437390493064,20260428-102721
gemma4-e4b,402233010_402233_set00,2800,a,4,3,0.9312708377838135,0.10788448480889201,0.8233863529749215,0.11584651900582381,20260428-102721
gemma4-e4b,402233010_402233_set00,2800,a,4,4,0.8208268880844116,0.13475515972822905,0.6860717283561826,0.164170011587597,20260428-102721
gemma4-e4b,402233010_402233_set00,2800,a,4,5,0.146776020526886,0.09897572570480406,0.047800294822081923,0.6743317154226428,20260428-102721
gemma4-e4b,402233010_402233_set00,2800,a,4,6,0.8798272013664246,0.2310717971995473,0.6487554041668773,0.2626331589210687,20260428-102721
gemma4-e4b,402233010_402233_set00,2800,a,4,7,0.9025353193283081,0.3335218080319464,0.5690135112963617,0.36953878800018886,20260428-102721
gemma4-e4b,402233010_402233_set00,2800,a,4,8,0.9640445709228516,0.3196715289959684,0.6443730419268832,0.3315941385261433,20260428-102721
gemma4-e4b,402233010_402233_set00,2800,a,4,9,0.9603323340415955,0.4462296384735964,0.514102695567999,0.46466168289431836,20260428-102721
gemma4-e4b,402233010_402233_set00,2800,a,4,10,0.9896416664123535,0.34224606049247086,0.6473956059198827,0.3458282650256435,20260428-102721
gemma4-e4b,402233010_402233_set00,2800,a,4,11,0.051779020577669144,0.029214434791356325,0.02256458578631282,0.5642137387966681,20260428-102721
gemma4-e4b,402233010_402233_set00,2800,a,4,12,0.9641170501708984,0.47188475634902716,0.4922322938218713,0.489447579280318,20260428-102721
gemma4-e4b,402233010_402233_set00,2800,a,4,13,0.8898071050643921,0.39881083089858294,0.49099627416580915,0.44819919803823377,20260428-102721
gemma4-e4b,402233010_402233_set00,2800,a,4,14,0.8050923347473145,0.3929731035605073,0.41211923118680716,0.4881093591380987,20260428-102721
gemma4-e4b,402233010_402233_set00,2800,a,4,15,0.8480067849159241,0.4010360077954829,0.4469707771204412,0.47291603667445153,20260428-102721
