model,n_correct,n_wrong,adoption_correct,adoption_wrong,adoption_gap,moved_closer_correct,moved_closer_wrong,moved_closer_gap,pull_correct,pull_wrong,pull_gap
gemma3-27b-it,8611,9119,0.023922889327604228,0.06941550608619367,0.04549261675858944,0.08047845778655209,0.23949994516942646,0.15902148738287436,0.049819997677389385,5.007347296852725,4.957527299175336
gemma4-31b-it,10644,7055,0.012965050732807215,0.03387668320340184,0.020911632470594625,0.0474445697106351,0.13139617292700212,0.08395160321636702,0.015501691093573845,3.5632884479092843,3.5477867568157104
gemma4-e4b,7570,10160,0.03896961690885073,0.07421259842519685,0.035242981516346125,0.13527080581241743,0.331003937007874,0.19573313119545657,0.021136063408190225,9.083464566929134,9.062328503520943
llava-next-interleaved-7b,8419,9264,0.042879201805440074,0.051273747841105353,0.008394546035665279,0.12495545789286139,0.19721502590673576,0.07225956801387437,0.12198598408362038,0.5043177892918825,0.38233180520826215
qwen2.5-vl-7b-instruct,10495,7235,0.013530252501191043,0.025846579129232897,0.012316326628041854,0.061076703191996186,0.13047684865238424,0.06940014546038806,0.026774654597427346,2.5033863165169317,2.476611661919504
qwen3-vl-30b-it,10854,6868,0.02321724709784411,0.05227140361094933,0.029054156513105216,0.11608623548922056,0.2376237623762376,0.12153752688701705,-0.3365579509858117,-0.7482527664531159,-0.4116948154673042
qwen3-vl-8b-instruct,10747,6983,0.019075090722992464,0.0452527566948303,0.02617766597183784,0.06820508048757792,0.14793068881569527,0.07972560832811734,-0.5807202009863217,1.428039524559645,2.008759725545967
