experiment,model,timestamp,condition,df_moved_before,df_raw_before,adopt_before,exact_match_before,distance_before,n_before,df_moved_after,df_raw_after,adopt_after,exact_match_after,distance_after,n_after,df_moved_delta,df_raw_delta,adopt_delta,exact_match_delta
experiment_e5e_mathvista_reasoning,qwen3-vl-8b-thinking,20260428-114421,target_plus_irrelevant_number_masked_S1,,,,,,,0.23728813559322035,0.23728813559322035,0.03225806451612903,0.589041095890411,90788.4604519774,365.0,,,,
experiment_e5e_mathvista_reasoning,qwen3-vl-8b-thinking_postlanding,20260428-113935,target_only,,,0.0,0.6666666666666666,,3.0,,,,,,,,,,
experiment_e5e_mathvista_reasoning,qwen3-vl-8b-thinking_postlanding,20260428-113935,target_plus_irrelevant_neutral,,,0.0,1.0,,3.0,,,,,,,,,,
experiment_e5e_mathvista_reasoning,qwen3-vl-8b-thinking_postlanding,20260428-113935,target_plus_irrelevant_number_S1,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,34.666666666666664,3.0,,,,,,,,,,
experiment_e5e_mathvista_reasoning,qwen3-vl-8b-thinking_postlanding,20260428-113935,target_plus_irrelevant_number_masked_S1,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,34.0,3.0,,,,,,,,,,
experiment_e5e_mathvista_reasoning,qwen3-vl-8b-thinking_postlanding,20260428-114421,target_only,,,0.0,0.587012987012987,,385.0,,,,,,,,,,
experiment_e5e_mathvista_reasoning,qwen3-vl-8b-thinking_postlanding,20260428-114421,target_plus_irrelevant_neutral,,,0.0,0.5662337662337662,,385.0,,,,,,,,,,
experiment_e5e_mathvista_reasoning,qwen3-vl-8b-thinking_postlanding,20260428-114421,target_plus_irrelevant_number_S1,0.0,0.1392757660167131,0.10136986301369863,0.6054794520547945,121.3259052924791,365.0,,,,,,,,,,
experiment_e5e_mathvista_reasoning,qwen3-vl-8b-thinking_postlanding,20260428-114421,target_plus_irrelevant_number_masked_S1,0.0,0.12290502793296089,0.0273972602739726,0.589041095890411,196.4776536312849,365.0,,,,,,,,,,
experiment_e5e_tallyqa_full,analysis,20260427-171240,models,,,,,,0.0,,,,,,0.0,,,,
experiment_e5e_tallyqa_full,analysis,20260427-235703,models,,,,,,0.0,,,,,,0.0,,,,
experiment_e5e_tallyqa_full,analysis,20260427-235812,models,,,,,,0.0,,,,,,0.0,,,,
experiment_e5e_tallyqa_full,llava-next-interleaved-7b,20260427-171240,target_only,,,0.0,0.7069159367237547,,38245.0,,,0.0,0.7069159367237547,,38245.0,,,0.0,0.0
experiment_e5e_tallyqa_full,llava-next-interleaved-7b,20260427-171240,target_plus_irrelevant_neutral,,,0.0,0.6761668191920512,,38245.0,,,0.0,0.6761668191920512,,38245.0,,,0.0,0.0
experiment_e5e_tallyqa_full,llava-next-interleaved-7b,20260427-171240,target_plus_irrelevant_number_S1,0.04736993539274411,0.17852004917475348,0.026433448130022356,0.6982089161981958,4.9479218435301195,38245.0,0.06562737045852841,0.06562737045852841,0.026433448130022356,0.6982089161981958,4.9479218435301195,38245.0,0.018257435065784304,-0.11289267871622506,0.0,0.0
experiment_e5e_tallyqa_full,llava-next-interleaved-7b,20260427-171240,target_plus_irrelevant_number_masked_S1,0.03952393408318075,0.17467957101752551,0.01447042474774938,0.7008759314943129,4.959168192518964,38245.0,0.056395500915511376,0.056395500915511376,0.01447042474774938,0.7008759314943129,4.959168192518964,38245.0,0.016871566832330626,-0.11828407010201414,0.0,0.0
experiment_e5e_tallyqa_full,qwen2.5-vl-7b-instruct,20260427-235812,target_only,0.0,,0.0,0.80282389854883,,38245.0,,,0.0,0.80282389854883,,38245.0,,,0.0,0.0
experiment_e5e_tallyqa_full,qwen2.5-vl-7b-instruct,20260427-235812,target_plus_irrelevant_neutral,0.0,,0.0,0.7649365930186952,,38245.0,,,0.0,0.7649365930186952,,38245.0,,,0.0,0.0
experiment_e5e_tallyqa_full,qwen2.5-vl-7b-instruct,20260427-235812,target_plus_irrelevant_number_S1,0.09420839325402014,,0.009099228657340828,0.7911883906392992,2.4001045888351418,38245.0,0.02902340175186299,0.02902340175186299,0.010512324794586757,0.7911883906392992,2.4001045888351418,38245.0,-0.06518499150215715,,0.001413096137245929,0.0
experiment_e5e_tallyqa_full,qwen2.5-vl-7b-instruct,20260427-235812,target_plus_irrelevant_number_masked_S1,0.09339782978167081,,0.009256111910053601,0.7931232840894235,2.4013335076480584,38245.0,0.02988625964178324,0.02988625964178324,0.01069357177380377,0.7931232840894235,2.4013335076480584,38245.0,-0.06351157013988758,,0.001437459863750169,0.0
experiment_encoder_pilot,analysis,20260424-094856,models,,,,,,0.0,,,,,,0.0,,,,
experiment_encoder_pilot,convllava-7b,20260424-094856,target_only,,,0.0,0.4888888888888889,,1125.0,,,0.0,0.4888888888888889,,1125.0,,,0.0,0.0
experiment_encoder_pilot,convllava-7b,20260424-094856,target_plus_irrelevant_neutral,,,0.0,0.38666666666666666,,1125.0,,,0.0,0.38666666666666666,,1125.0,,,0.0,0.0
experiment_encoder_pilot,convllava-7b,20260424-094856,target_plus_irrelevant_number,0.23644444444444446,0.36444444444444446,0.09486166007905138,0.3973333333333333,2.958222222222222,1125.0,0.22844444444444445,0.22844444444444445,0.09486166007905138,0.3973333333333333,2.958222222222222,1125.0,-0.008000000000000007,-0.136,0.0,0.0
experiment_encoder_pilot,fastvlm-7b,20260424-094856,target_only,,,0.0,0.3973333333333333,,1125.0,,,0.0,0.3973333333333333,,1125.0,,,0.0,0.0
experiment_encoder_pilot,fastvlm-7b,20260424-094856,target_plus_irrelevant_neutral,,,0.0,0.20977777777777779,,1125.0,,,0.0,0.20977777777777779,,1125.0,,,0.0,0.0
experiment_encoder_pilot,fastvlm-7b,20260424-094856,target_plus_irrelevant_number,0.15773353751914243,0.4226646248085758,0.031189083820662766,0.22933333333333333,2.332312404287902,1125.0,0.1546707503828484,0.1546707503828484,0.031189083820662766,0.22933333333333333,2.332312404287902,1125.0,-0.003062787136294043,-0.2679938744257274,0.0,0.0
experiment_encoder_pilot,internvl3-8b,20260424-094856,target_only,,,0.0,0.6524444444444445,,1125.0,,,0.0,0.6524444444444445,,1125.0,,,0.0,0.0
experiment_encoder_pilot,internvl3-8b,20260424-094856,target_plus_irrelevant_neutral,,,0.0,0.5031111111111111,,1125.0,,,0.0,0.5031111111111111,,1125.0,,,0.0,0.0
experiment_encoder_pilot,internvl3-8b,20260424-094856,target_plus_irrelevant_number,0.08085808580858085,0.19636963696369636,0.018090452261306532,0.3662222222222222,2.7854785478547854,1125.0,0.10231023102310231,0.10231023102310231,0.018090452261306532,0.3662222222222222,2.7854785478547854,1125.0,0.021452145214521462,-0.09405940594059405,0.0,0.0
experiment_encoder_pilot,llava-1.5-7b,20260424-094856,target_only,,,0.0,0.416,,1125.0,,,0.0,0.416,,1125.0,,,0.0,0.0
experiment_encoder_pilot,llava-1.5-7b,20260424-094856,target_plus_irrelevant_neutral,,,0.0,0.3804444444444444,,1125.0,,,0.0,0.3804444444444444,,1125.0,,,0.0,0.0
experiment_encoder_pilot,llava-1.5-7b,20260424-094856,target_plus_irrelevant_number,0.21777777777777776,0.3546666666666667,0.11470588235294117,0.39111111111111113,3.1777777777777776,1125.0,0.2906666666666667,0.2906666666666667,0.11470588235294117,0.39111111111111113,3.1777777777777776,1125.0,0.07288888888888892,-0.064,0.0,0.0
