experiment,dataset,model,cond_class,stratum,base_correct,A_raw__D_all_num,A_raw__D_all_den,A_raw__D_paired_num,A_raw__D_paired_den,A_raw__D_clean_num,A_raw__D_clean_den,A_paired__D_all_num,A_paired__D_all_den,A_paired__D_paired_num,A_paired__D_paired_den,A_paired__D_clean_num,A_paired__D_clean_den,A_clean__D_all_num,A_clean__D_all_den,A_clean__D_paired_num,A_clean__D_paired_den,A_clean__D_clean_num,A_clean__D_clean_den,DF_raw__DD_all_num,DF_raw__DD_all_den,DF_raw__DD_moved_num,DF_raw__DD_moved_den,DF_raw__DD_clean_num,DF_raw__DD_clean_den,DF_moved__DD_all_num,DF_moved__DD_all_den,DF_moved__DD_moved_num,DF_moved__DD_moved_den,DF_moved__DD_clean_num,DF_moved__DD_clean_den,DF_clean__DD_all_num,DF_clean__DD_all_den,DF_clean__DD_moved_num,DF_clean__DD_moved_den,DF_clean__DD_clean_num,DF_clean__DD_clean_den,n_pairs
experiment_distance_tally,TallyQA,llava-next-interleaved-7b,a,S1,wrong,90,344,26,263,7,152,26,344,26,263,7,152,7,344,7,263,7,152,59,344,59,85,31,53,59,344,59,85,31,53,31,344,31,85,31,53,344
experiment_distance_tally,TallyQA,llava-next-interleaved-7b,a,S2,all,19,1000,5,983,5,983,5,1000,5,983,5,983,5,1000,5,983,5,983,65,998,65,132,65,132,65,998,65,132,65,132,65,998,65,132,65,132,1000
experiment_distance_tally,TallyQA,llava-next-interleaved-7b,a,S2,correct,3,654,3,654,3,654,3,654,3,654,3,654,3,654,3,654,3,654,33,654,33,56,33,56,33,654,33,56,33,56,33,654,33,56,33,56,654
experiment_distance_tally,TallyQA,llava-next-interleaved-7b,a,S2,wrong,16,344,2,327,2,327,2,344,2,327,2,327,2,344,2,327,2,327,32,344,32,76,32,76,32,344,32,76,32,76,32,344,32,76,32,76,344
experiment_distance_tally,TallyQA,llava-next-interleaved-7b,a,S3,all,3,1000,2,998,2,998,2,1000,2,998,2,998,2,1000,2,998,2,998,43,998,43,150,43,150,43,998,43,150,43,150,43,998,43,150,43,150,1000
experiment_distance_tally,TallyQA,llava-next-interleaved-7b,a,S3,correct,1,654,1,654,1,654,1,654,1,654,1,654,1,654,1,654,1,654,23,654,23,62,23,62,23,654,23,62,23,62,23,654,23,62,23,62,654
experiment_distance_tally,TallyQA,llava-next-interleaved-7b,a,S3,wrong,2,344,1,342,1,342,1,344,1,342,1,342,1,344,1,342,1,342,20,344,20,88,20,88,20,344,20,88,20,88,20,344,20,88,20,88,344
experiment_distance_tally,TallyQA,llava-next-interleaved-7b,a,S4,all,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,49,998,49,152,49,152,49,998,49,152,49,152,49,998,49,152,49,152,1000
experiment_distance_tally,TallyQA,llava-next-interleaved-7b,a,S4,correct,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,654,28,654,28,69,28,69,28,654,28,69,28,69,28,654,28,69,28,69,654
experiment_distance_tally,TallyQA,llava-next-interleaved-7b,a,S4,wrong,0,344,0,344,0,344,0,344,0,344,0,344,0,344,0,344,0,344,21,344,21,83,21,83,21,344,21,83,21,83,21,344,21,83,21,83,344
experiment_distance_tally,TallyQA,llava-next-interleaved-7b,a,S5,all,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,46,997,46,151,46,151,46,997,46,151,46,151,46,997,46,151,46,151,1000
experiment_distance_tally,TallyQA,llava-next-interleaved-7b,a,S5,correct,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,654,24,653,24,59,24,59,24,653,24,59,24,59,24,653,24,59,24,59,654
experiment_distance_tally,TallyQA,llava-next-interleaved-7b,a,S5,wrong,0,344,0,344,0,344,0,344,0,344,0,344,0,344,0,344,0,344,22,344,22,92,22,92,22,344,22,92,22,92,22,344,22,92,22,92,344
experiment_distance_vqa,VQAv2,llava-next-interleaved-7b,a,S1,all,349,1000,81,699,56,566,81,1000,81,699,56,566,56,1000,56,699,56,566,113,995,113,182,78,123,113,995,113,182,78,123,78,995,78,182,78,123,1000
experiment_distance_vqa,VQAv2,llava-next-interleaved-7b,a,S1,correct,239,601,38,386,38,386,38,601,38,386,38,386,38,601,38,386,38,386,41,601,41,74,41,60,41,601,41,74,41,60,41,601,41,74,41,60,601
experiment_distance_vqa,VQAv2,llava-next-interleaved-7b,a,S1,wrong,109,395,42,309,18,178,42,395,42,309,18,178,18,395,18,309,18,178,72,394,72,108,37,63,72,394,72,108,37,63,37,394,37,108,37,63,395
experiment_distance_vqa,VQAv2,llava-next-interleaved-7b,a,S2,all,49,1000,29,977,29,977,29,1000,29,977,29,977,29,1000,29,977,29,977,100,996,100,172,100,172,100,996,100,172,100,172,100,996,100,172,100,172,1000
experiment_distance_vqa,VQAv2,llava-next-interleaved-7b,a,S2,correct,17,601,17,601,17,601,17,601,17,601,17,601,17,601,17,601,17,601,50,601,50,77,50,77,50,601,50,77,50,77,50,601,50,77,50,77,601
experiment_distance_vqa,VQAv2,llava-next-interleaved-7b,a,S2,wrong,31,395,11,372,11,372,11,395,11,372,11,372,11,395,11,372,11,372,50,395,50,95,50,95,50,395,50,95,50,95,50,395,50,95,50,95,395
experiment_distance_vqa,VQAv2,llava-next-interleaved-7b,a,S3,all,16,1000,16,1000,16,1000,16,1000,16,1000,16,1000,16,1000,16,1000,16,1000,64,996,64,193,64,193,64,996,64,193,64,193,64,996,64,193,64,193,1000
experiment_distance_vqa,VQAv2,llava-next-interleaved-7b,a,S3,correct,12,601,12,601,12,601,12,601,12,601,12,601,12,601,12,601,12,601,38,601,38,85,38,85,38,601,38,85,38,85,38,601,38,85,38,85,601
experiment_distance_vqa,VQAv2,llava-next-interleaved-7b,a,S3,wrong,4,395,4,395,4,395,4,395,4,395,4,395,4,395,4,395,4,395,26,395,26,108,26,108,26,395,26,108,26,108,26,395,26,108,26,108,395
experiment_distance_vqa,VQAv2,llava-next-interleaved-7b,a,S4,all,14,1000,14,1000,14,1000,14,1000,14,1000,14,1000,14,1000,14,1000,14,1000,78,996,78,196,78,196,78,996,78,196,78,196,78,996,78,196,78,196,1000
experiment_distance_vqa,VQAv2,llava-next-interleaved-7b,a,S4,correct,10,601,10,601,10,601,10,601,10,601,10,601,10,601,10,601,10,601,37,601,37,79,37,79,37,601,37,79,37,79,37,601,37,79,37,79,601
experiment_distance_vqa,VQAv2,llava-next-interleaved-7b,a,S4,wrong,4,395,4,395,4,395,4,395,4,395,4,395,4,395,4,395,4,395,41,395,41,117,41,117,41,395,41,117,41,117,41,395,41,117,41,117,395
experiment_distance_vqa,VQAv2,llava-next-interleaved-7b,a,S5,all,9,1000,9,1000,9,1000,9,1000,9,1000,9,1000,9,1000,9,1000,9,1000,60,996,60,174,60,174,60,996,60,174,60,174,60,996,60,174,60,174,1000
experiment_distance_vqa,VQAv2,llava-next-interleaved-7b,a,S5,correct,8,601,8,601,8,601,8,601,8,601,8,601,8,601,8,601,8,601,37,601,37,82,37,82,37,601,37,82,37,82,37,601,37,82,37,82,601
experiment_distance_vqa,VQAv2,llava-next-interleaved-7b,a,S5,wrong,1,395,1,395,1,395,1,395,1,395,1,395,1,395,1,395,1,395,23,395,23,92,23,92,23,395,23,92,23,92,23,395,23,92,23,92,395
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,a,S1,all,323,1000,50,694,29,573,50,1000,50,694,29,573,29,1000,29,694,29,573,86,998,86,137,58,81,86,998,86,137,58,81,58,998,58,137,58,81,1000
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,a,S1,correct,229,654,19,422,19,422,19,654,19,422,19,422,19,654,19,422,19,422,22,654,22,53,22,31,22,654,22,53,22,31,22,654,22,53,22,31,654
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,a,S1,wrong,94,344,31,270,10,149,31,344,31,270,10,149,10,344,10,270,10,149,64,344,64,84,36,50,64,344,64,84,36,50,36,344,36,84,36,50,344
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,a,S2,all,23,1000,9,982,9,982,9,1000,9,982,9,982,9,1000,9,982,9,982,72,998,72,135,72,135,72,998,72,135,72,135,72,998,72,135,72,135,1000
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,a,S2,correct,5,654,5,654,5,654,5,654,5,654,5,654,5,654,5,654,5,654,33,654,33,56,33,56,33,654,33,56,33,56,33,654,33,56,33,56,654
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,a,S2,wrong,18,344,4,326,4,326,4,344,4,326,4,326,4,344,4,326,4,326,39,344,39,79,39,79,39,344,39,79,39,79,39,344,39,79,39,79,344
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,a,S3,all,0,1000,0,999,0,999,0,1000,0,999,0,999,0,1000,0,999,0,999,42,998,42,150,42,150,42,998,42,150,42,150,42,998,42,150,42,150,1000
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,a,S3,correct,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,654,23,654,23,62,23,62,23,654,23,62,23,62,23,654,23,62,23,62,654
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,a,S3,wrong,0,344,0,343,0,343,0,344,0,343,0,343,0,344,0,343,0,343,19,344,19,88,19,88,19,344,19,88,19,88,19,344,19,88,19,88,344
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,a,S4,all,2,1000,2,1000,2,1000,2,1000,2,1000,2,1000,2,1000,2,1000,2,1000,52,998,52,155,52,155,52,998,52,155,52,155,52,998,52,155,52,155,1000
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,a,S4,correct,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,654,25,654,25,59,25,59,25,654,25,59,25,59,25,654,25,59,25,59,654
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,a,S4,wrong,2,344,2,344,2,344,2,344,2,344,2,344,2,344,2,344,2,344,27,344,27,96,27,96,27,344,27,96,27,96,27,344,27,96,27,96,344
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,a,S5,all,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,39,998,39,135,39,135,39,998,39,135,39,135,39,998,39,135,39,135,1000
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,a,S5,correct,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,654,22,654,22,55,22,55,22,654,22,55,22,55,22,654,22,55,22,55,654
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,a,S5,wrong,0,344,0,344,0,344,0,344,0,344,0,344,0,344,0,344,0,344,17,344,17,80,17,80,17,344,17,80,17,80,17,344,17,80,17,80,344
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,d,S0,all,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,d,S0,correct,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,d,S0,wrong,0,344,0,344,0,344,0,344,0,344,0,344,0,344,0,344,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S1,all,305,1000,37,694,18,573,37,1000,37,694,18,573,18,1000,18,694,18,573,68,998,68,124,44,69,68,998,68,124,44,69,44,998,44,124,44,69,1000
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S1,correct,220,654,13,422,13,422,13,654,13,422,13,422,13,654,13,422,13,422,15,654,15,49,15,24,15,654,15,49,15,24,15,654,15,49,15,24,654
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S1,wrong,85,344,24,270,5,149,24,344,24,270,5,149,5,344,5,270,5,149,53,344,53,75,29,45,53,344,53,75,29,45,29,344,29,75,29,45,344
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,21,1000,7,982,7,982,7,1000,7,982,7,982,7,1000,7,982,7,982,72,998,72,142,72,142,72,998,72,142,72,142,72,998,72,142,72,142,1000
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,3,654,3,654,3,654,3,654,3,654,3,654,3,654,3,654,3,654,32,654,32,56,32,56,32,654,32,56,32,56,32,654,32,56,32,56,654
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,18,344,4,326,4,326,4,344,4,326,4,326,4,344,4,326,4,326,40,344,40,86,40,86,40,344,40,86,40,86,40,344,40,86,40,86,344
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,0,1000,0,999,0,999,0,1000,0,999,0,999,0,1000,0,999,0,999,34,998,34,127,34,127,34,998,34,127,34,127,34,998,34,127,34,127,1000
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,654,19,654,19,53,19,53,19,654,19,53,19,53,19,654,19,53,19,53,654
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,0,344,0,343,0,343,0,344,0,343,0,343,0,344,0,343,0,343,15,344,15,74,15,74,15,344,15,74,15,74,15,344,15,74,15,74,344
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,38,998,38,128,38,128,38,998,38,128,38,128,38,998,38,128,38,128,1000
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,654,20,654,20,50,20,50,20,654,20,50,20,50,20,654,20,50,20,50,654
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,0,344,0,344,0,344,0,344,0,344,0,344,0,344,0,344,0,344,18,344,18,78,18,78,18,344,18,78,18,78,18,344,18,78,18,78,344
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S5,all,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,34,998,34,122,34,122,34,998,34,122,34,122,34,998,34,122,34,122,1000
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S5,correct,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,654,0,654,17,654,17,47,17,47,17,654,17,47,17,47,17,654,17,47,17,47,654
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S5,wrong,0,344,0,344,0,344,0,344,0,344,0,344,0,344,0,344,0,344,17,344,17,75,17,75,17,344,17,75,17,75,17,344,17,75,17,75,344
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,a,S1,all,352,1000,78,679,53,556,78,1000,78,679,53,556,53,1000,53,679,53,556,114,996,114,188,83,128,114,996,114,188,83,128,83,996,83,188,83,128,1000
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,a,S1,correct,236,601,36,377,36,377,36,601,36,377,36,377,36,601,36,377,36,377,41,601,41,79,41,55,41,601,41,79,41,55,41,601,41,79,41,55,601
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,a,S1,wrong,116,395,42,298,17,176,42,395,42,298,17,176,17,395,17,298,17,176,73,395,73,109,42,73,73,395,73,109,42,73,42,395,42,109,42,73,395
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,a,S2,all,50,1000,30,978,30,978,30,1000,30,978,30,978,30,1000,30,978,30,978,110,995,110,178,110,178,110,995,110,178,110,178,110,995,110,178,110,178,1000
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,a,S2,correct,21,601,21,601,21,601,21,601,21,601,21,601,21,601,21,601,21,601,61,601,61,87,61,87,61,601,61,87,61,87,61,601,61,87,61,87,601
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,a,S2,wrong,28,395,8,373,8,373,8,395,8,373,8,373,8,395,8,373,8,373,49,394,49,91,49,91,49,394,49,91,49,91,49,394,49,91,49,91,395
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,a,S3,all,21,1000,20,998,20,998,20,1000,20,998,20,998,20,1000,20,998,20,998,76,996,76,201,76,201,76,996,76,201,76,201,76,996,76,201,76,201,1000
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,a,S3,correct,13,601,13,601,13,601,13,601,13,601,13,601,13,601,13,601,13,601,43,601,43,90,43,90,43,601,43,90,43,90,43,601,43,90,43,90,601
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,a,S3,wrong,8,395,7,393,7,393,7,395,7,393,7,393,7,395,7,393,7,393,33,395,33,111,33,111,33,395,33,111,33,111,33,395,33,111,33,111,395
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,a,S4,all,16,1000,16,1000,16,1000,16,1000,16,1000,16,1000,16,1000,16,1000,16,1000,73,996,73,192,73,192,73,996,73,192,73,192,73,996,73,192,73,192,1000
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,a,S4,correct,11,601,11,601,11,601,11,601,11,601,11,601,11,601,11,601,11,601,38,601,38,79,38,79,38,601,38,79,38,79,38,601,38,79,38,79,601
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,a,S4,wrong,5,395,5,395,5,395,5,395,5,395,5,395,5,395,5,395,5,395,35,395,35,113,35,113,35,395,35,113,35,113,35,395,35,113,35,113,395
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,a,S5,all,13,1000,13,1000,13,1000,13,1000,13,1000,13,1000,13,1000,13,1000,13,1000,65,996,65,184,65,184,65,996,65,184,65,184,65,996,65,184,65,184,1000
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,a,S5,correct,10,601,10,601,10,601,10,601,10,601,10,601,10,601,10,601,10,601,36,601,36,79,36,79,36,601,36,79,36,79,36,601,36,79,36,79,601
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,a,S5,wrong,3,395,3,395,3,395,3,395,3,395,3,395,3,395,3,395,3,395,29,395,29,105,29,105,29,395,29,105,29,105,29,395,29,105,29,105,395
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,d,S0,all,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,d,S0,correct,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,d,S0,wrong,0,395,0,395,0,395,0,395,0,395,0,395,0,395,0,395,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,m,S1,all,319,1000,42,679,27,556,42,1000,42,679,27,556,27,1000,27,679,27,556,78,996,78,154,56,102,78,996,78,154,56,102,56,996,56,154,56,102,1000
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,m,S1,correct,221,601,20,377,20,377,20,601,20,377,20,377,20,601,20,377,20,377,25,601,25,66,25,43,25,601,25,66,25,43,25,601,25,66,25,43,601
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,m,S1,wrong,98,395,22,298,7,176,22,395,22,298,7,176,7,395,7,298,7,176,53,395,53,88,31,59,53,395,53,88,31,59,31,395,31,88,31,59,395
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,m,S2,all,25,1000,7,978,7,978,7,1000,7,978,7,978,7,1000,7,978,7,978,87,996,87,154,87,154,87,996,87,154,87,154,87,996,87,154,87,154,1000
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,m,S2,correct,4,601,4,601,4,601,4,601,4,601,4,601,4,601,4,601,4,601,42,601,42,63,42,63,42,601,42,63,42,63,42,601,42,63,42,63,601
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,m,S2,wrong,21,395,3,373,3,373,3,395,3,373,3,373,3,395,3,373,3,373,45,395,45,91,45,91,45,395,45,91,45,91,45,395,45,91,45,91,395
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,m,S3,all,3,1000,2,998,2,998,2,1000,2,998,2,998,2,1000,2,998,2,998,52,995,52,157,52,157,52,995,52,157,52,157,52,995,52,157,52,157,1000
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,m,S3,correct,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,28,601,28,66,28,66,28,601,28,66,28,66,28,601,28,66,28,66,601
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,m,S3,wrong,3,395,2,393,2,393,2,395,2,393,2,393,2,395,2,393,2,393,24,394,24,91,24,91,24,394,24,91,24,91,24,394,24,91,24,91,395
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,m,S4,all,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,46,996,46,155,46,155,46,996,46,155,46,155,46,996,46,155,46,155,1000
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,m,S4,correct,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,26,601,26,67,26,67,26,601,26,67,26,67,26,601,26,67,26,67,601
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,m,S4,wrong,0,395,0,395,0,395,0,395,0,395,0,395,0,395,0,395,0,395,20,395,20,88,20,88,20,395,20,88,20,88,20,395,20,88,20,88,395
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,m,S5,all,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,37,996,37,151,37,151,37,996,37,151,37,151,37,996,37,151,37,151,1000
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,m,S5,correct,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,19,601,19,60,19,60,19,601,19,60,19,60,19,601,19,60,19,60,601
experiment_e5c_vqa,VQAv2,llava-next-interleaved-7b,m,S5,wrong,0,395,0,395,0,395,0,395,0,395,0,395,0,395,0,395,0,395,18,395,18,91,18,91,18,395,18,91,18,91,18,395,18,91,18,91,395
experiment_e5e_chartqa_full,ChartQA,gemma3-27b-it,a,S1,all,101,632,20,541,12,493,20,632,20,541,12,493,12,632,12,541,12,493,60,623,60,96,45,71,60,623,60,96,45,71,45,623,45,96,45,71,632
experiment_e5e_chartqa_full,ChartQA,gemma3-27b-it,a,S1,correct,74,403,5,328,5,328,5,403,5,328,5,328,5,403,5,328,5,328,6,403,6,16,6,10,6,403,6,16,6,10,6,403,6,16,6,10,403
experiment_e5e_chartqa_full,ChartQA,gemma3-27b-it,a,S1,wrong,27,222,15,206,7,159,15,222,15,206,7,159,7,222,7,206,7,159,54,220,54,80,39,61,54,220,54,80,39,61,39,220,39,80,39,61,222
experiment_e5e_chartqa_full,ChartQA,gemma3-27b-it,d,S0,all,0,705,0,705,0,705,0,705,0,705,0,705,0,705,0,705,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705
experiment_e5e_chartqa_full,ChartQA,gemma3-27b-it,d,S0,correct,0,458,0,458,0,458,0,458,0,458,0,458,0,458,0,458,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458
experiment_e5e_chartqa_full,ChartQA,gemma3-27b-it,d,S0,wrong,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
experiment_e5e_chartqa_full,ChartQA,gemma3-27b-it,m,S1,all,94,632,12,541,6,493,12,632,12,541,6,493,6,632,6,541,6,493,49,622,49,85,38,64,49,622,49,85,38,64,38,622,38,85,38,64,632
experiment_e5e_chartqa_full,ChartQA,gemma3-27b-it,m,S1,correct,72,403,3,328,3,328,3,403,3,328,3,328,3,403,3,328,3,328,4,403,4,14,4,8,4,403,4,14,4,8,4,403,4,14,4,8,403
experiment_e5e_chartqa_full,ChartQA,gemma3-27b-it,m,S1,wrong,22,222,9,206,3,159,9,222,9,206,3,159,3,222,3,206,3,159,45,219,45,71,34,56,45,219,45,71,34,56,34,219,34,71,34,56,222
experiment_e5e_chartqa_full,ChartQA,llava-next-interleaved-7b,a,S1,all,69,632,17,574,12,495,17,632,17,574,12,495,12,632,12,574,12,495,89,576,89,145,79,125,89,576,89,145,79,125,79,576,79,145,79,125,632
experiment_e5e_chartqa_full,ChartQA,llava-next-interleaved-7b,a,S1,correct,43,216,3,172,3,172,3,216,3,172,3,172,3,216,3,172,3,172,15,216,15,25,15,21,15,216,15,25,15,21,15,216,15,25,15,21,216
experiment_e5e_chartqa_full,ChartQA,llava-next-interleaved-7b,a,S1,wrong,25,361,13,347,9,282,13,361,13,347,9,282,9,361,9,347,9,282,74,360,74,120,64,104,74,360,74,120,64,104,64,360,64,120,64,104,361
experiment_e5e_chartqa_full,ChartQA,llava-next-interleaved-7b,d,S0,all,0,705,0,705,0,705,0,705,0,705,0,705,0,705,0,705,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705
experiment_e5e_chartqa_full,ChartQA,llava-next-interleaved-7b,d,S0,correct,0,239,0,239,0,239,0,239,0,239,0,239,0,239,0,239,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239
experiment_e5e_chartqa_full,ChartQA,llava-next-interleaved-7b,d,S0,wrong,0,405,0,405,0,405,0,405,0,405,0,405,0,405,0,405,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405
experiment_e5e_chartqa_full,ChartQA,llava-next-interleaved-7b,m,S1,all,55,632,5,574,3,495,5,632,5,574,3,495,3,632,3,574,3,495,67,576,67,117,58,97,67,576,67,117,58,97,58,576,58,117,58,97,632
experiment_e5e_chartqa_full,ChartQA,llava-next-interleaved-7b,m,S1,correct,40,216,1,172,1,172,1,216,1,172,1,172,1,216,1,172,1,172,11,216,11,23,11,18,11,216,11,23,11,18,11,216,11,23,11,18,216
experiment_e5e_chartqa_full,ChartQA,llava-next-interleaved-7b,m,S1,wrong,15,361,4,347,2,282,4,361,4,347,2,282,2,361,2,347,2,282,56,360,56,94,47,79,56,360,56,94,47,79,47,360,47,94,47,79,361
experiment_e5e_chartqa_full,ChartQA,qwen2.5-vl-7b-instruct,a,S1,all,104,632,9,534,6,497,9,632,9,534,6,497,6,632,6,534,6,497,31,610,31,46,26,41,31,610,31,46,26,41,26,610,26,46,26,41,632
experiment_e5e_chartqa_full,ChartQA,qwen2.5-vl-7b-instruct,a,S1,correct,90,479,4,393,4,393,4,479,4,393,4,393,4,479,4,393,4,393,6,479,6,14,6,14,6,479,6,14,6,14,6,479,6,14,6,14,479
experiment_e5e_chartqa_full,ChartQA,qwen2.5-vl-7b-instruct,a,S1,wrong,14,132,5,120,2,89,5,132,5,120,2,89,2,132,2,120,2,89,25,131,25,32,20,27,25,131,25,32,20,27,20,131,20,32,20,27,132
experiment_e5e_chartqa_full,ChartQA,qwen2.5-vl-7b-instruct,d,S0,all,0,705,0,705,0,705,0,705,0,705,0,705,0,705,0,705,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705
experiment_e5e_chartqa_full,ChartQA,qwen2.5-vl-7b-instruct,d,S0,correct,0,540,0,540,0,540,0,540,0,540,0,540,0,540,0,540,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540
