experiment,dataset,model,cond_class,stratum,base_correct,n_pairs,metric,numerator,denominator,variant_id,num,den,rate
experiment,VQAv2,qwen3-vl-30b-it,d,S0,correct,10862,adopt,A_clean,D_clean,A_clean__D_clean,0,10862,0.0
experiment,VQAv2,qwen3-vl-30b-it,d,S0,correct,10862,df,DF_raw,DD_all,DF_raw__DD_all,0,0,
experiment,VQAv2,qwen3-vl-30b-it,d,S0,correct,10862,df,DF_raw,DD_moved,DF_raw__DD_moved,0,0,
experiment,VQAv2,qwen3-vl-30b-it,d,S0,correct,10862,df,DF_raw,DD_clean,DF_raw__DD_clean,0,0,
experiment,VQAv2,qwen3-vl-30b-it,d,S0,correct,10862,df,DF_moved,DD_all,DF_moved__DD_all,0,0,
experiment,VQAv2,qwen3-vl-30b-it,d,S0,correct,10862,df,DF_moved,DD_moved,DF_moved__DD_moved,0,0,
experiment,VQAv2,qwen3-vl-30b-it,d,S0,correct,10862,df,DF_moved,DD_clean,DF_moved__DD_clean,0,0,
experiment,VQAv2,qwen3-vl-30b-it,d,S0,correct,10862,df,DF_clean,DD_all,DF_clean__DD_all,0,0,
experiment,VQAv2,qwen3-vl-30b-it,d,S0,correct,10862,df,DF_clean,DD_moved,DF_clean__DD_moved,0,0,
experiment,VQAv2,qwen3-vl-30b-it,d,S0,correct,10862,df,DF_clean,DD_clean,DF_clean__DD_clean,0,0,
experiment,VQAv2,qwen3-vl-30b-it,d,S0,wrong,6868,adopt,A_raw,D_all,A_raw__D_all,0,6868,0.0
experiment,VQAv2,qwen3-vl-30b-it,d,S0,wrong,6868,adopt,A_raw,D_paired,A_raw__D_paired,0,6868,0.0
experiment,VQAv2,qwen3-vl-30b-it,d,S0,wrong,6868,adopt,A_raw,D_clean,A_raw__D_clean,0,6868,0.0
experiment,VQAv2,qwen3-vl-30b-it,d,S0,wrong,6868,adopt,A_paired,D_all,A_paired__D_all,0,6868,0.0
experiment,VQAv2,qwen3-vl-30b-it,d,S0,wrong,6868,adopt,A_paired,D_paired,A_paired__D_paired,0,6868,0.0
experiment,VQAv2,qwen3-vl-30b-it,d,S0,wrong,6868,adopt,A_paired,D_clean,A_paired__D_clean,0,6868,0.0
experiment,VQAv2,qwen3-vl-30b-it,d,S0,wrong,6868,adopt,A_clean,D_all,A_clean__D_all,0,6868,0.0
experiment,VQAv2,qwen3-vl-30b-it,d,S0,wrong,6868,adopt,A_clean,D_paired,A_clean__D_paired,0,6868,0.0
experiment,VQAv2,qwen3-vl-30b-it,d,S0,wrong,6868,adopt,A_clean,D_clean,A_clean__D_clean,0,6868,0.0
experiment,VQAv2,qwen3-vl-30b-it,d,S0,wrong,6868,df,DF_raw,DD_all,DF_raw__DD_all,0,0,
experiment,VQAv2,qwen3-vl-30b-it,d,S0,wrong,6868,df,DF_raw,DD_moved,DF_raw__DD_moved,0,0,
experiment,VQAv2,qwen3-vl-30b-it,d,S0,wrong,6868,df,DF_raw,DD_clean,DF_raw__DD_clean,0,0,
experiment,VQAv2,qwen3-vl-30b-it,d,S0,wrong,6868,df,DF_moved,DD_all,DF_moved__DD_all,0,0,
experiment,VQAv2,qwen3-vl-30b-it,d,S0,wrong,6868,df,DF_moved,DD_moved,DF_moved__DD_moved,0,0,
experiment,VQAv2,qwen3-vl-30b-it,d,S0,wrong,6868,df,DF_moved,DD_clean,DF_moved__DD_clean,0,0,
experiment,VQAv2,qwen3-vl-30b-it,d,S0,wrong,6868,df,DF_clean,DD_all,DF_clean__DD_all,0,0,
experiment,VQAv2,qwen3-vl-30b-it,d,S0,wrong,6868,df,DF_clean,DD_moved,DF_clean__DD_moved,0,0,
experiment,VQAv2,qwen3-vl-30b-it,d,S0,wrong,6868,df,DF_clean,DD_clean,DF_clean__DD_clean,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,all,17730,adopt,A_raw,D_all,A_raw__D_all,2260,17730,0.12746756909193457
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,all,17730,adopt,A_raw,D_paired,A_raw__D_paired,521,15789,0.032997656596364555
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,all,17730,adopt,A_raw,D_clean,A_raw__D_clean,424,15019,0.02823090751714495
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,all,17730,adopt,A_paired,D_all,A_paired__D_all,521,17730,0.029385222786238015
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,all,17730,adopt,A_paired,D_paired,A_paired__D_paired,521,15789,0.032997656596364555
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,all,17730,adopt,A_paired,D_clean,A_paired__D_clean,424,15019,0.02823090751714495
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,all,17730,adopt,A_clean,D_all,A_clean__D_all,424,17730,0.023914269599548788
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,all,17730,adopt,A_clean,D_paired,A_clean__D_paired,424,15789,0.02685413895750206
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,all,17730,adopt,A_clean,D_clean,A_clean__D_clean,424,15019,0.02823090751714495
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,all,17730,df,DF_raw,DD_all,DF_raw__DD_all,1849,17730,0.10428652002256063
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,all,17730,df,DF_raw,DD_moved,DF_raw__DD_moved,1849,2771,0.667268134247564
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,all,17730,df,DF_raw,DD_clean,DF_raw__DD_clean,1724,2484,0.6940418679549114
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,all,17730,df,DF_moved,DD_all,DF_moved__DD_all,1849,17730,0.10428652002256063
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,all,17730,df,DF_moved,DD_moved,DF_moved__DD_moved,1849,2771,0.667268134247564
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,all,17730,df,DF_moved,DD_clean,DF_moved__DD_clean,1724,2484,0.6940418679549114
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,all,17730,df,DF_clean,DD_all,DF_clean__DD_all,1724,17730,0.09723632261703327
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,all,17730,df,DF_clean,DD_moved,DF_clean__DD_moved,1724,2771,0.6221580656802599
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,all,17730,df,DF_clean,DD_clean,DF_clean__DD_clean,1724,2484,0.6940418679549114
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,correct,10747,adopt,A_raw,D_all,A_raw__D_all,1353,10747,0.12589559877175024
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,correct,10747,adopt,A_raw,D_paired,A_raw__D_paired,205,9511,0.021553990116706973
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,correct,10747,adopt,A_raw,D_clean,A_raw__D_clean,205,9511,0.021553990116706973
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,correct,10747,adopt,A_paired,D_all,A_paired__D_all,205,10747,0.019075090722992464
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,correct,10747,adopt,A_paired,D_paired,A_paired__D_paired,205,9511,0.021553990116706973
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,correct,10747,adopt,A_paired,D_clean,A_paired__D_clean,205,9511,0.021553990116706973
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,correct,10747,adopt,A_clean,D_all,A_clean__D_all,205,10747,0.019075090722992464
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,correct,10747,adopt,A_clean,D_paired,A_clean__D_paired,205,9511,0.021553990116706973
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,correct,10747,adopt,A_clean,D_clean,A_clean__D_clean,205,9511,0.021553990116706973
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,correct,10747,df,DF_raw,DD_all,DF_raw__DD_all,765,10747,0.07118265562482554
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,correct,10747,df,DF_raw,DD_moved,DF_raw__DD_moved,765,1130,0.6769911504424779
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,correct,10747,df,DF_raw,DD_clean,DF_raw__DD_clean,765,1042,0.7341650671785028
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,correct,10747,df,DF_moved,DD_all,DF_moved__DD_all,765,10747,0.07118265562482554
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,correct,10747,df,DF_moved,DD_moved,DF_moved__DD_moved,765,1130,0.6769911504424779
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,correct,10747,df,DF_moved,DD_clean,DF_moved__DD_clean,765,1042,0.7341650671785028
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,correct,10747,df,DF_clean,DD_all,DF_clean__DD_all,765,10747,0.07118265562482554
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,correct,10747,df,DF_clean,DD_moved,DF_clean__DD_moved,765,1130,0.6769911504424779
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,correct,10747,df,DF_clean,DD_clean,DF_clean__DD_clean,765,1042,0.7341650671785028
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,wrong,6983,adopt,A_raw,D_all,A_raw__D_all,907,6983,0.12988686810826292
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,wrong,6983,adopt,A_raw,D_paired,A_raw__D_paired,316,6278,0.05033450143357757
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,wrong,6983,adopt,A_raw,D_clean,A_raw__D_clean,219,5508,0.039760348583877995
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,wrong,6983,adopt,A_paired,D_all,A_paired__D_all,316,6983,0.0452527566948303
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,wrong,6983,adopt,A_paired,D_paired,A_paired__D_paired,316,6278,0.05033450143357757
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,wrong,6983,adopt,A_paired,D_clean,A_paired__D_clean,219,5508,0.039760348583877995
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,wrong,6983,adopt,A_clean,D_all,A_clean__D_all,219,6983,0.031361878848632396
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,wrong,6983,adopt,A_clean,D_paired,A_clean__D_paired,219,6278,0.03488372093023256
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,wrong,6983,adopt,A_clean,D_clean,A_clean__D_clean,219,5508,0.039760348583877995
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,wrong,6983,df,DF_raw,DD_all,DF_raw__DD_all,1084,6983,0.15523414005441788
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,wrong,6983,df,DF_raw,DD_moved,DF_raw__DD_moved,1084,1641,0.6605728214503351
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,wrong,6983,df,DF_raw,DD_clean,DF_raw__DD_clean,959,1442,0.6650485436893204
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,wrong,6983,df,DF_moved,DD_all,DF_moved__DD_all,1084,6983,0.15523414005441788
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,wrong,6983,df,DF_moved,DD_moved,DF_moved__DD_moved,1084,1641,0.6605728214503351
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,wrong,6983,df,DF_moved,DD_clean,DF_moved__DD_clean,959,1442,0.6650485436893204
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,wrong,6983,df,DF_clean,DD_all,DF_clean__DD_all,959,6983,0.137333524273235
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,wrong,6983,df,DF_clean,DD_moved,DF_clean__DD_moved,959,1641,0.5843997562461913
experiment,VQAv2,qwen3-vl-8b-instruct,a,S0,wrong,6983,df,DF_clean,DD_clean,DF_clean__DD_clean,959,1442,0.6650485436893204
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,all,17730,adopt,A_raw,D_all,A_raw__D_all,0,17730,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,all,17730,adopt,A_raw,D_paired,A_raw__D_paired,0,17730,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,all,17730,adopt,A_raw,D_clean,A_raw__D_clean,0,17730,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,all,17730,adopt,A_paired,D_all,A_paired__D_all,0,17730,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,all,17730,adopt,A_paired,D_paired,A_paired__D_paired,0,17730,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,all,17730,adopt,A_paired,D_clean,A_paired__D_clean,0,17730,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,all,17730,adopt,A_clean,D_all,A_clean__D_all,0,17730,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,all,17730,adopt,A_clean,D_paired,A_clean__D_paired,0,17730,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,all,17730,adopt,A_clean,D_clean,A_clean__D_clean,0,17730,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,all,17730,df,DF_raw,DD_all,DF_raw__DD_all,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,all,17730,df,DF_raw,DD_moved,DF_raw__DD_moved,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,all,17730,df,DF_raw,DD_clean,DF_raw__DD_clean,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,all,17730,df,DF_moved,DD_all,DF_moved__DD_all,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,all,17730,df,DF_moved,DD_moved,DF_moved__DD_moved,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,all,17730,df,DF_moved,DD_clean,DF_moved__DD_clean,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,all,17730,df,DF_clean,DD_all,DF_clean__DD_all,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,all,17730,df,DF_clean,DD_moved,DF_clean__DD_moved,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,all,17730,df,DF_clean,DD_clean,DF_clean__DD_clean,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,correct,10747,adopt,A_raw,D_all,A_raw__D_all,0,10747,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,correct,10747,adopt,A_raw,D_paired,A_raw__D_paired,0,10747,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,correct,10747,adopt,A_raw,D_clean,A_raw__D_clean,0,10747,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,correct,10747,adopt,A_paired,D_all,A_paired__D_all,0,10747,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,correct,10747,adopt,A_paired,D_paired,A_paired__D_paired,0,10747,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,correct,10747,adopt,A_paired,D_clean,A_paired__D_clean,0,10747,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,correct,10747,adopt,A_clean,D_all,A_clean__D_all,0,10747,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,correct,10747,adopt,A_clean,D_paired,A_clean__D_paired,0,10747,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,correct,10747,adopt,A_clean,D_clean,A_clean__D_clean,0,10747,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,correct,10747,df,DF_raw,DD_all,DF_raw__DD_all,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,correct,10747,df,DF_raw,DD_moved,DF_raw__DD_moved,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,correct,10747,df,DF_raw,DD_clean,DF_raw__DD_clean,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,correct,10747,df,DF_moved,DD_all,DF_moved__DD_all,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,correct,10747,df,DF_moved,DD_moved,DF_moved__DD_moved,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,correct,10747,df,DF_moved,DD_clean,DF_moved__DD_clean,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,correct,10747,df,DF_clean,DD_all,DF_clean__DD_all,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,correct,10747,df,DF_clean,DD_moved,DF_clean__DD_moved,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,correct,10747,df,DF_clean,DD_clean,DF_clean__DD_clean,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,wrong,6983,adopt,A_raw,D_all,A_raw__D_all,0,6983,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,wrong,6983,adopt,A_raw,D_paired,A_raw__D_paired,0,6983,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,wrong,6983,adopt,A_raw,D_clean,A_raw__D_clean,0,6983,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,wrong,6983,adopt,A_paired,D_all,A_paired__D_all,0,6983,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,wrong,6983,adopt,A_paired,D_paired,A_paired__D_paired,0,6983,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,wrong,6983,adopt,A_paired,D_clean,A_paired__D_clean,0,6983,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,wrong,6983,adopt,A_clean,D_all,A_clean__D_all,0,6983,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,wrong,6983,adopt,A_clean,D_paired,A_clean__D_paired,0,6983,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,wrong,6983,adopt,A_clean,D_clean,A_clean__D_clean,0,6983,0.0
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,wrong,6983,df,DF_raw,DD_all,DF_raw__DD_all,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,wrong,6983,df,DF_raw,DD_moved,DF_raw__DD_moved,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,wrong,6983,df,DF_raw,DD_clean,DF_raw__DD_clean,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,wrong,6983,df,DF_moved,DD_all,DF_moved__DD_all,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,wrong,6983,df,DF_moved,DD_moved,DF_moved__DD_moved,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,wrong,6983,df,DF_moved,DD_clean,DF_moved__DD_clean,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,wrong,6983,df,DF_clean,DD_all,DF_clean__DD_all,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,wrong,6983,df,DF_clean,DD_moved,DF_clean__DD_moved,0,0,
experiment,VQAv2,qwen3-vl-8b-instruct,d,S0,wrong,6983,df,DF_clean,DD_clean,DF_clean__DD_clean,0,0,
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,all,35460,adopt,A_raw,D_all,A_raw__D_all,11144,35460,0.31426959954878736
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,all,35460,adopt,A_raw,D_paired,A_raw__D_paired,7620,31754,0.23996976758833533
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,all,35460,adopt,A_raw,D_clean,A_raw__D_clean,6438,29658,0.21707465102164678
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,all,35460,adopt,A_paired,D_all,A_paired__D_all,7620,35460,0.21489001692047377
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,all,35460,adopt,A_paired,D_paired,A_paired__D_paired,7620,31754,0.23996976758833533
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,all,35460,adopt,A_paired,D_clean,A_paired__D_clean,6438,29658,0.21707465102164678
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,all,35460,adopt,A_clean,D_all,A_clean__D_all,6438,35460,0.18155668358714044
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,all,35460,adopt,A_clean,D_paired,A_clean__D_paired,6438,31754,0.2027461107262077
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,all,35460,adopt,A_clean,D_clean,A_clean__D_clean,6438,29658,0.21707465102164678
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,all,35460,df,DF_raw,DD_all,DF_raw__DD_all,11385,35460,0.3210659898477157
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,all,35460,df,DF_raw,DD_moved,DF_raw__DD_moved,11385,13298,0.8561437810197022
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,all,35460,df,DF_raw,DD_clean,DF_raw__DD_clean,10075,11800,0.8538135593220338
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,all,35460,df,DF_moved,DD_all,DF_moved__DD_all,11385,35460,0.3210659898477157
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,all,35460,df,DF_moved,DD_moved,DF_moved__DD_moved,11385,13298,0.8561437810197022
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,all,35460,df,DF_moved,DD_clean,DF_moved__DD_clean,10075,11800,0.8538135593220338
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,all,35460,df,DF_clean,DD_all,DF_clean__DD_all,10075,35460,0.2841229554427524
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,all,35460,df,DF_clean,DD_moved,DF_clean__DD_moved,10075,13298,0.7576327267258234
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,all,35460,df,DF_clean,DD_clean,DF_clean__DD_clean,10075,11800,0.8538135593220338
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,correct,17000,adopt,A_raw,D_all,A_raw__D_all,4444,17000,0.26141176470588234
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,correct,17000,adopt,A_raw,D_paired,A_raw__D_paired,2610,15084,0.1730310262529833
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,correct,17000,adopt,A_raw,D_clean,A_raw__D_clean,2610,15084,0.1730310262529833
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,correct,17000,adopt,A_paired,D_all,A_paired__D_all,2610,17000,0.1535294117647059
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,correct,17000,adopt,A_paired,D_paired,A_paired__D_paired,2610,15084,0.1730310262529833
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,correct,17000,adopt,A_paired,D_clean,A_paired__D_clean,2610,15084,0.1730310262529833
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,correct,17000,adopt,A_clean,D_all,A_clean__D_all,2610,17000,0.1535294117647059
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,correct,17000,adopt,A_clean,D_paired,A_clean__D_paired,2610,15084,0.1730310262529833
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,correct,17000,adopt,A_clean,D_clean,A_clean__D_clean,2610,15084,0.1730310262529833
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,correct,17000,df,DF_raw,DD_all,DF_raw__DD_all,3778,17000,0.22223529411764706
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,correct,17000,df,DF_raw,DD_moved,DF_raw__DD_moved,3778,4374,0.86374028349337
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,correct,17000,df,DF_raw,DD_clean,DF_raw__DD_clean,3778,4292,0.8802423112767941
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,correct,17000,df,DF_moved,DD_all,DF_moved__DD_all,3778,17000,0.22223529411764706
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,correct,17000,df,DF_moved,DD_moved,DF_moved__DD_moved,3778,4374,0.86374028349337
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,correct,17000,df,DF_moved,DD_clean,DF_moved__DD_clean,3778,4292,0.8802423112767941
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,correct,17000,df,DF_clean,DD_all,DF_clean__DD_all,3778,17000,0.22223529411764706
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,correct,17000,df,DF_clean,DD_moved,DF_clean__DD_moved,3778,4374,0.86374028349337
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,correct,17000,df,DF_clean,DD_clean,DF_clean__DD_clean,3778,4292,0.8802423112767941
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,wrong,18460,adopt,A_raw,D_all,A_raw__D_all,6700,18460,0.3629469122426869
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,wrong,18460,adopt,A_raw,D_paired,A_raw__D_paired,5010,16670,0.3005398920215957
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,wrong,18460,adopt,A_raw,D_clean,A_raw__D_clean,3828,14574,0.2626595306710581
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,wrong,18460,adopt,A_paired,D_all,A_paired__D_all,5010,18460,0.271397616468039
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,wrong,18460,adopt,A_paired,D_paired,A_paired__D_paired,5010,16670,0.3005398920215957
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,wrong,18460,adopt,A_paired,D_clean,A_paired__D_clean,3828,14574,0.2626595306710581
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,wrong,18460,adopt,A_clean,D_all,A_clean__D_all,3828,18460,0.20736728060671722
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,wrong,18460,adopt,A_clean,D_paired,A_clean__D_paired,3828,16670,0.2296340731853629
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,wrong,18460,adopt,A_clean,D_clean,A_clean__D_clean,3828,14574,0.2626595306710581
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,wrong,18460,df,DF_raw,DD_all,DF_raw__DD_all,7607,18460,0.41208017334777897
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,wrong,18460,df,DF_raw,DD_moved,DF_raw__DD_moved,7607,8924,0.8524204392649036
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,wrong,18460,df,DF_raw,DD_clean,DF_raw__DD_clean,6297,7508,0.8387053809270112
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,wrong,18460,df,DF_moved,DD_all,DF_moved__DD_all,7607,18460,0.41208017334777897
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,wrong,18460,df,DF_moved,DD_moved,DF_moved__DD_moved,7607,8924,0.8524204392649036
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,wrong,18460,df,DF_moved,DD_clean,DF_moved__DD_clean,6297,7508,0.8387053809270112
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,wrong,18460,df,DF_clean,DD_all,DF_clean__DD_all,6297,18460,0.34111592632719395
experiment_anchor_strengthen_prompt,VQAv2,gemma3-27b-it,a,S0,wrong,18460,df,DF_clean,DD_moved,DF_clean__DD_moved,6297,8924,0.7056252801434334
