experiment,dataset,model,cond_class,stratum,base_correct,n_pairs,metric,numerator,denominator,variant_id,num,den,rate
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S1,wrong,344,df,DF_raw,DD_moved,DF_raw__DD_moved,53,75,0.7066666666666667
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S1,wrong,344,df,DF_raw,DD_clean,DF_raw__DD_clean,29,45,0.6444444444444445
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S1,wrong,344,df,DF_moved,DD_all,DF_moved__DD_all,53,344,0.15406976744186046
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S1,wrong,344,df,DF_moved,DD_moved,DF_moved__DD_moved,53,75,0.7066666666666667
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S1,wrong,344,df,DF_moved,DD_clean,DF_moved__DD_clean,29,45,0.6444444444444445
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S1,wrong,344,df,DF_clean,DD_all,DF_clean__DD_all,29,344,0.08430232558139535
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S1,wrong,344,df,DF_clean,DD_moved,DF_clean__DD_moved,29,75,0.38666666666666666
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S1,wrong,344,df,DF_clean,DD_clean,DF_clean__DD_clean,29,45,0.6444444444444445
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,1000,adopt,A_raw,D_all,A_raw__D_all,21,1000,0.021
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,1000,adopt,A_raw,D_paired,A_raw__D_paired,7,982,0.007128309572301426
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,1000,adopt,A_raw,D_clean,A_raw__D_clean,7,982,0.007128309572301426
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,1000,adopt,A_paired,D_all,A_paired__D_all,7,1000,0.007
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,1000,adopt,A_paired,D_paired,A_paired__D_paired,7,982,0.007128309572301426
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,1000,adopt,A_paired,D_clean,A_paired__D_clean,7,982,0.007128309572301426
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,1000,adopt,A_clean,D_all,A_clean__D_all,7,1000,0.007
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,1000,adopt,A_clean,D_paired,A_clean__D_paired,7,982,0.007128309572301426
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,1000,adopt,A_clean,D_clean,A_clean__D_clean,7,982,0.007128309572301426
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,1000,df,DF_raw,DD_all,DF_raw__DD_all,72,998,0.07214428857715431
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,1000,df,DF_raw,DD_moved,DF_raw__DD_moved,72,142,0.5070422535211268
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,1000,df,DF_raw,DD_clean,DF_raw__DD_clean,72,142,0.5070422535211268
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,1000,df,DF_moved,DD_all,DF_moved__DD_all,72,998,0.07214428857715431
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,1000,df,DF_moved,DD_moved,DF_moved__DD_moved,72,142,0.5070422535211268
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,1000,df,DF_moved,DD_clean,DF_moved__DD_clean,72,142,0.5070422535211268
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,1000,df,DF_clean,DD_all,DF_clean__DD_all,72,998,0.07214428857715431
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,1000,df,DF_clean,DD_moved,DF_clean__DD_moved,72,142,0.5070422535211268
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,all,1000,df,DF_clean,DD_clean,DF_clean__DD_clean,72,142,0.5070422535211268
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,654,adopt,A_raw,D_all,A_raw__D_all,3,654,0.0045871559633027525
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,654,adopt,A_raw,D_paired,A_raw__D_paired,3,654,0.0045871559633027525
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,654,adopt,A_raw,D_clean,A_raw__D_clean,3,654,0.0045871559633027525
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,654,adopt,A_paired,D_all,A_paired__D_all,3,654,0.0045871559633027525
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,654,adopt,A_paired,D_paired,A_paired__D_paired,3,654,0.0045871559633027525
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,654,adopt,A_paired,D_clean,A_paired__D_clean,3,654,0.0045871559633027525
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,654,adopt,A_clean,D_all,A_clean__D_all,3,654,0.0045871559633027525
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,654,adopt,A_clean,D_paired,A_clean__D_paired,3,654,0.0045871559633027525
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,654,adopt,A_clean,D_clean,A_clean__D_clean,3,654,0.0045871559633027525
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,654,df,DF_raw,DD_all,DF_raw__DD_all,32,654,0.04892966360856269
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,654,df,DF_raw,DD_moved,DF_raw__DD_moved,32,56,0.5714285714285714
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,654,df,DF_raw,DD_clean,DF_raw__DD_clean,32,56,0.5714285714285714
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,654,df,DF_moved,DD_all,DF_moved__DD_all,32,654,0.04892966360856269
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,654,df,DF_moved,DD_moved,DF_moved__DD_moved,32,56,0.5714285714285714
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,654,df,DF_moved,DD_clean,DF_moved__DD_clean,32,56,0.5714285714285714
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,654,df,DF_clean,DD_all,DF_clean__DD_all,32,654,0.04892966360856269
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,654,df,DF_clean,DD_moved,DF_clean__DD_moved,32,56,0.5714285714285714
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,correct,654,df,DF_clean,DD_clean,DF_clean__DD_clean,32,56,0.5714285714285714
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,344,adopt,A_raw,D_all,A_raw__D_all,18,344,0.05232558139534884
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,344,adopt,A_raw,D_paired,A_raw__D_paired,4,326,0.012269938650306749
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,344,adopt,A_raw,D_clean,A_raw__D_clean,4,326,0.012269938650306749
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,344,adopt,A_paired,D_all,A_paired__D_all,4,344,0.011627906976744186
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,344,adopt,A_paired,D_paired,A_paired__D_paired,4,326,0.012269938650306749
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,344,adopt,A_paired,D_clean,A_paired__D_clean,4,326,0.012269938650306749
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,344,adopt,A_clean,D_all,A_clean__D_all,4,344,0.011627906976744186
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,344,adopt,A_clean,D_paired,A_clean__D_paired,4,326,0.012269938650306749
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,344,adopt,A_clean,D_clean,A_clean__D_clean,4,326,0.012269938650306749
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,344,df,DF_raw,DD_all,DF_raw__DD_all,40,344,0.11627906976744186
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,344,df,DF_raw,DD_moved,DF_raw__DD_moved,40,86,0.46511627906976744
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,344,df,DF_raw,DD_clean,DF_raw__DD_clean,40,86,0.46511627906976744
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,344,df,DF_moved,DD_all,DF_moved__DD_all,40,344,0.11627906976744186
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,344,df,DF_moved,DD_moved,DF_moved__DD_moved,40,86,0.46511627906976744
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,344,df,DF_moved,DD_clean,DF_moved__DD_clean,40,86,0.46511627906976744
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,344,df,DF_clean,DD_all,DF_clean__DD_all,40,344,0.11627906976744186
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,344,df,DF_clean,DD_moved,DF_clean__DD_moved,40,86,0.46511627906976744
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S2,wrong,344,df,DF_clean,DD_clean,DF_clean__DD_clean,40,86,0.46511627906976744
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,1000,adopt,A_raw,D_all,A_raw__D_all,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,1000,adopt,A_raw,D_paired,A_raw__D_paired,0,999,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,1000,adopt,A_raw,D_clean,A_raw__D_clean,0,999,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,1000,adopt,A_paired,D_all,A_paired__D_all,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,1000,adopt,A_paired,D_paired,A_paired__D_paired,0,999,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,1000,adopt,A_paired,D_clean,A_paired__D_clean,0,999,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,1000,adopt,A_clean,D_all,A_clean__D_all,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,1000,adopt,A_clean,D_paired,A_clean__D_paired,0,999,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,1000,adopt,A_clean,D_clean,A_clean__D_clean,0,999,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,1000,df,DF_raw,DD_all,DF_raw__DD_all,34,998,0.03406813627254509
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,1000,df,DF_raw,DD_moved,DF_raw__DD_moved,34,127,0.2677165354330709
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,1000,df,DF_raw,DD_clean,DF_raw__DD_clean,34,127,0.2677165354330709
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,1000,df,DF_moved,DD_all,DF_moved__DD_all,34,998,0.03406813627254509
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,1000,df,DF_moved,DD_moved,DF_moved__DD_moved,34,127,0.2677165354330709
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,1000,df,DF_moved,DD_clean,DF_moved__DD_clean,34,127,0.2677165354330709
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,1000,df,DF_clean,DD_all,DF_clean__DD_all,34,998,0.03406813627254509
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,1000,df,DF_clean,DD_moved,DF_clean__DD_moved,34,127,0.2677165354330709
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,all,1000,df,DF_clean,DD_clean,DF_clean__DD_clean,34,127,0.2677165354330709
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,654,adopt,A_raw,D_all,A_raw__D_all,0,654,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,654,adopt,A_raw,D_paired,A_raw__D_paired,0,654,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,654,adopt,A_raw,D_clean,A_raw__D_clean,0,654,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,654,adopt,A_paired,D_all,A_paired__D_all,0,654,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,654,adopt,A_paired,D_paired,A_paired__D_paired,0,654,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,654,adopt,A_paired,D_clean,A_paired__D_clean,0,654,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,654,adopt,A_clean,D_all,A_clean__D_all,0,654,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,654,adopt,A_clean,D_paired,A_clean__D_paired,0,654,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,654,adopt,A_clean,D_clean,A_clean__D_clean,0,654,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,654,df,DF_raw,DD_all,DF_raw__DD_all,19,654,0.0290519877675841
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,654,df,DF_raw,DD_moved,DF_raw__DD_moved,19,53,0.3584905660377358
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,654,df,DF_raw,DD_clean,DF_raw__DD_clean,19,53,0.3584905660377358
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,654,df,DF_moved,DD_all,DF_moved__DD_all,19,654,0.0290519877675841
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,654,df,DF_moved,DD_moved,DF_moved__DD_moved,19,53,0.3584905660377358
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,654,df,DF_moved,DD_clean,DF_moved__DD_clean,19,53,0.3584905660377358
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,654,df,DF_clean,DD_all,DF_clean__DD_all,19,654,0.0290519877675841
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,654,df,DF_clean,DD_moved,DF_clean__DD_moved,19,53,0.3584905660377358
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,correct,654,df,DF_clean,DD_clean,DF_clean__DD_clean,19,53,0.3584905660377358
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,344,adopt,A_raw,D_all,A_raw__D_all,0,344,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,344,adopt,A_raw,D_paired,A_raw__D_paired,0,343,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,344,adopt,A_raw,D_clean,A_raw__D_clean,0,343,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,344,adopt,A_paired,D_all,A_paired__D_all,0,344,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,344,adopt,A_paired,D_paired,A_paired__D_paired,0,343,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,344,adopt,A_paired,D_clean,A_paired__D_clean,0,343,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,344,adopt,A_clean,D_all,A_clean__D_all,0,344,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,344,adopt,A_clean,D_paired,A_clean__D_paired,0,343,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,344,adopt,A_clean,D_clean,A_clean__D_clean,0,343,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,344,df,DF_raw,DD_all,DF_raw__DD_all,15,344,0.0436046511627907
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,344,df,DF_raw,DD_moved,DF_raw__DD_moved,15,74,0.20270270270270271
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,344,df,DF_raw,DD_clean,DF_raw__DD_clean,15,74,0.20270270270270271
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,344,df,DF_moved,DD_all,DF_moved__DD_all,15,344,0.0436046511627907
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,344,df,DF_moved,DD_moved,DF_moved__DD_moved,15,74,0.20270270270270271
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,344,df,DF_moved,DD_clean,DF_moved__DD_clean,15,74,0.20270270270270271
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,344,df,DF_clean,DD_all,DF_clean__DD_all,15,344,0.0436046511627907
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,344,df,DF_clean,DD_moved,DF_clean__DD_moved,15,74,0.20270270270270271
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S3,wrong,344,df,DF_clean,DD_clean,DF_clean__DD_clean,15,74,0.20270270270270271
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,1000,adopt,A_raw,D_all,A_raw__D_all,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,1000,adopt,A_raw,D_paired,A_raw__D_paired,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,1000,adopt,A_raw,D_clean,A_raw__D_clean,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,1000,adopt,A_paired,D_all,A_paired__D_all,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,1000,adopt,A_paired,D_paired,A_paired__D_paired,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,1000,adopt,A_paired,D_clean,A_paired__D_clean,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,1000,adopt,A_clean,D_all,A_clean__D_all,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,1000,adopt,A_clean,D_paired,A_clean__D_paired,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,1000,adopt,A_clean,D_clean,A_clean__D_clean,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,1000,df,DF_raw,DD_all,DF_raw__DD_all,38,998,0.03807615230460922
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,1000,df,DF_raw,DD_moved,DF_raw__DD_moved,38,128,0.296875
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,1000,df,DF_raw,DD_clean,DF_raw__DD_clean,38,128,0.296875
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,1000,df,DF_moved,DD_all,DF_moved__DD_all,38,998,0.03807615230460922
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,1000,df,DF_moved,DD_moved,DF_moved__DD_moved,38,128,0.296875
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,1000,df,DF_moved,DD_clean,DF_moved__DD_clean,38,128,0.296875
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,1000,df,DF_clean,DD_all,DF_clean__DD_all,38,998,0.03807615230460922
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,1000,df,DF_clean,DD_moved,DF_clean__DD_moved,38,128,0.296875
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,all,1000,df,DF_clean,DD_clean,DF_clean__DD_clean,38,128,0.296875
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,654,adopt,A_raw,D_all,A_raw__D_all,0,654,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,654,adopt,A_raw,D_paired,A_raw__D_paired,0,654,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,654,adopt,A_raw,D_clean,A_raw__D_clean,0,654,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,654,adopt,A_paired,D_all,A_paired__D_all,0,654,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,654,adopt,A_paired,D_paired,A_paired__D_paired,0,654,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,654,adopt,A_paired,D_clean,A_paired__D_clean,0,654,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,654,adopt,A_clean,D_all,A_clean__D_all,0,654,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,654,adopt,A_clean,D_paired,A_clean__D_paired,0,654,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,654,adopt,A_clean,D_clean,A_clean__D_clean,0,654,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,654,df,DF_raw,DD_all,DF_raw__DD_all,20,654,0.03058103975535168
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,654,df,DF_raw,DD_moved,DF_raw__DD_moved,20,50,0.4
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,654,df,DF_raw,DD_clean,DF_raw__DD_clean,20,50,0.4
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,654,df,DF_moved,DD_all,DF_moved__DD_all,20,654,0.03058103975535168
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,654,df,DF_moved,DD_moved,DF_moved__DD_moved,20,50,0.4
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,654,df,DF_moved,DD_clean,DF_moved__DD_clean,20,50,0.4
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,654,df,DF_clean,DD_all,DF_clean__DD_all,20,654,0.03058103975535168
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,654,df,DF_clean,DD_moved,DF_clean__DD_moved,20,50,0.4
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,correct,654,df,DF_clean,DD_clean,DF_clean__DD_clean,20,50,0.4
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,344,adopt,A_raw,D_all,A_raw__D_all,0,344,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,344,adopt,A_raw,D_paired,A_raw__D_paired,0,344,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,344,adopt,A_raw,D_clean,A_raw__D_clean,0,344,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,344,adopt,A_paired,D_all,A_paired__D_all,0,344,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,344,adopt,A_paired,D_paired,A_paired__D_paired,0,344,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,344,adopt,A_paired,D_clean,A_paired__D_clean,0,344,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,344,adopt,A_clean,D_all,A_clean__D_all,0,344,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,344,adopt,A_clean,D_paired,A_clean__D_paired,0,344,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,344,adopt,A_clean,D_clean,A_clean__D_clean,0,344,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,344,df,DF_raw,DD_all,DF_raw__DD_all,18,344,0.05232558139534884
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,344,df,DF_raw,DD_moved,DF_raw__DD_moved,18,78,0.23076923076923078
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,344,df,DF_raw,DD_clean,DF_raw__DD_clean,18,78,0.23076923076923078
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,344,df,DF_moved,DD_all,DF_moved__DD_all,18,344,0.05232558139534884
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,344,df,DF_moved,DD_moved,DF_moved__DD_moved,18,78,0.23076923076923078
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,344,df,DF_moved,DD_clean,DF_moved__DD_clean,18,78,0.23076923076923078
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,344,df,DF_clean,DD_all,DF_clean__DD_all,18,344,0.05232558139534884
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,344,df,DF_clean,DD_moved,DF_clean__DD_moved,18,78,0.23076923076923078
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S4,wrong,344,df,DF_clean,DD_clean,DF_clean__DD_clean,18,78,0.23076923076923078
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S5,all,1000,adopt,A_raw,D_all,A_raw__D_all,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S5,all,1000,adopt,A_raw,D_paired,A_raw__D_paired,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S5,all,1000,adopt,A_raw,D_clean,A_raw__D_clean,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S5,all,1000,adopt,A_paired,D_all,A_paired__D_all,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S5,all,1000,adopt,A_paired,D_paired,A_paired__D_paired,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S5,all,1000,adopt,A_paired,D_clean,A_paired__D_clean,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S5,all,1000,adopt,A_clean,D_all,A_clean__D_all,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S5,all,1000,adopt,A_clean,D_paired,A_clean__D_paired,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S5,all,1000,adopt,A_clean,D_clean,A_clean__D_clean,0,1000,0.0
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S5,all,1000,df,DF_raw,DD_all,DF_raw__DD_all,34,998,0.03406813627254509
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S5,all,1000,df,DF_raw,DD_moved,DF_raw__DD_moved,34,122,0.2786885245901639
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S5,all,1000,df,DF_raw,DD_clean,DF_raw__DD_clean,34,122,0.2786885245901639
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S5,all,1000,df,DF_moved,DD_all,DF_moved__DD_all,34,998,0.03406813627254509
experiment_e5c_tally,TallyQA,llava-next-interleaved-7b,m,S5,all,1000,df,DF_moved,DD_moved,DF_moved__DD_moved,34,122,0.2786885245901639
